config	unit	function	start	end	candidate_symbol	candidate_size	stock_size	size_delta	raw_match	strict_normalized_match	candidate_sha256	stock_sha256	candidate_normalized_sha256	stock_normalized_sha256	compile_ns	link_ns	os_object_sha256	queue_object_sha256	linked_sha256
O0	wsf_queue	WsfQueueDeq	0x00538c4a	0x00538c6e	WsfQueueDeq	58	36	22	no	no	cc2c408c7b0afa638573e240fc4ea0eca6412620930f7e7a1965d48da9eb1f7c	b89add9a6f39622dc9277b91669b4978b136cf95d4c09bff5a8f65d02c3a7080	adecf05f798620bcc2f53612fbc769a0098efe0f85087b47e87557293e761b8d	8103a892191018303c7aac80c6e2d8443cc3a1b4e90534d631789e4749e0b6e9	75535054	18847247	f185e24cabaea96949bbbae518c708b7b56f7d814f237574110c044212026995	5f7c42312b35c78d836619df4cd9b6c55bacc0e1042a9707b796f8f8721f7e67	b319a6b128781a01b8a15e9b3f3ff2474a769987ade06a1f8e52a51351d015df
O0	wsf_queue	WsfQueuePush	0x00538c6e	0x00538c8c	WsfQueuePush	52	30	22	no	no	dab32634a3960b36d0c44e2531273d0c5ce19c9e56069fb551804a9cbd2b744c	19728a8dcc2b9905325e0994927d36eb35491245cf2646e7b329ffe1b7eb09e5	eb074e95d545698364ddbf83f2d2051f10521e4147820f1431f38085b3e06a80	45ac902d523706d379482ce5cbf82fcbd2a345b3ee1f559caf41ff99941e7d9d	75535054	18847247	f185e24cabaea96949bbbae518c708b7b56f7d814f237574110c044212026995	5f7c42312b35c78d836619df4cd9b6c55bacc0e1042a9707b796f8f8721f7e67	b319a6b128781a01b8a15e9b3f3ff2474a769987ade06a1f8e52a51351d015df
O0	wsf_queue	WsfQueueInsert	0x00538c8c	0x00538cc8	WsfQueueInsert	84	60	24	no	no	7281a3e52f36a12ce2b54297d02bf100f7cfaa2dafdb339e9d6e34300b737631	1aac6c02a0605d67564caa4d190a532bf4a1ef9c0f6e11c053326d7812fcc112	4c50f494ef809a83b669d97c0522396bc95aa5ad2d3e3e0c845e9db3e00e1f2e	ad205bc8b9784b036aa690a1cb3032244863a38fb815fbe7d18f392c919672ba	75535054	18847247	f185e24cabaea96949bbbae518c708b7b56f7d814f237574110c044212026995	5f7c42312b35c78d836619df4cd9b6c55bacc0e1042a9707b796f8f8721f7e67	b319a6b128781a01b8a15e9b3f3ff2474a769987ade06a1f8e52a51351d015df
O0	wsf_queue	WsfQueueRemove	0x00538cc8	0x00538cf6	WsfQueueRemove	76	46	30	no	no	f3342ec9a209aa09564af8372084d1d64a7c523bb41ffe1e583debd6e0b90a75	b550d2696c6f4516dd4c4bcb2b3af6c5b79a51092103ddc667cd886042ba5033	0f402195508bc1ed4657886ba1be81ea370a2e4b9b905e2a6cdadd927c965191	35d67e5ced61586a5a215162e33f64fce082df13d34b8c8a2dcccedbd8e94e58	75535054	18847247	f185e24cabaea96949bbbae518c708b7b56f7d814f237574110c044212026995	5f7c42312b35c78d836619df4cd9b6c55bacc0e1042a9707b796f8f8721f7e67	b319a6b128781a01b8a15e9b3f3ff2474a769987ade06a1f8e52a51351d015df
O0	wsf_queue	WsfQueueCount	0x00538cf6	0x00538d16	WsfQueueCount	62	32	30	no	no	cac4a86238439851a86c1d4fcb9ba20021a6a15c2ca868ff6704554cd8959466	270837f505709362f84fc36cc7da2dbd98046cb7c6b69b6037244885361bb86a	a3714377e4b4e929f2f6badfa27ccc303f0abcda6b297e2dbaa57e5dd7f90403	3b18a8f182a79b859ca79bfd5f9a9068dc1b6497f2f8d4cb2ce4a8163f523e8e	75535054	18847247	f185e24cabaea96949bbbae518c708b7b56f7d814f237574110c044212026995	5f7c42312b35c78d836619df4cd9b6c55bacc0e1042a9707b796f8f8721f7e67	b319a6b128781a01b8a15e9b3f3ff2474a769987ade06a1f8e52a51351d015df
O1	wsf_os	WsfCsEnter	0x0052b8a4	0x0052b8b6	WsfCsEnter	24	18	6	no	no	ab22c3ef2c8cddb6404305d56f9ce2b524a6e80b2e922d1c916ef7ac13442e52	e0ff3f4fa338e939616823c70ae7fc13df075b7de32178db2810cf9eb39edb87	a5446b7f781253665748821a1e1022527480fa0a4b62105d8264e2a4070af99a	ecaf8feb6f26e60789b06550c8f5d908cf7d6913e4d9d2e720cf316635ebaca0	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_os	WsfCsExit	0x0052b8b6	0x0052b8c8	WsfCsExit	20	18	2	no	no	7584e545533ab7411e3dc3b352c1c8003a829aa1659db54076aabd2171404cf1	8685a9a54cba4040bb297f58f5bc9e0d5beed1f46a7159363edc8f80648e824c	4e752b0261b87b14410e6130ba811bd20b7ef961db4c244020edc1f54815e4bd	73e498637a31e7c030c730926d7834c10dc05c3f4c0cbf655a3556e4b43d9ce6	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_os	WsfTaskLock	0x0052b8c8	0x0052b8d0	WsfTaskLock	8	8	0	no	no	bcf32a2422f679d984c910bebd3c2a13d9880efa63e60a70a2c5d7bfa5822f3c	4ae68a8cc15e75c482171f6fdd1e56d9bf7a9a787f56a9761e89af9833911f02	de7e4817d86b32d327116a06b269cd1399d6ce33027c5f6da8b7226f066d0cfe	022696e747ab8995c84888fefe1e49b1538690e052ef6bcbb4af6d0c94541069	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_os	WsfTaskUnlock	0x0052b8d0	0x0052b8d8	WsfTaskUnlock	8	8	0	no	no	bcf32a2422f679d984c910bebd3c2a13d9880efa63e60a70a2c5d7bfa5822f3c	19785a8c5eb6c2e10cd274c554a5d7d1b649a94433f558511c02cdb5405397a1	de7e4817d86b32d327116a06b269cd1399d6ce33027c5f6da8b7226f066d0cfe	022696e747ab8995c84888fefe1e49b1538690e052ef6bcbb4af6d0c94541069	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_os	WsfSetOsSpecificEvent	0x0052b8d8	0x0052b91e	WsfSetOsSpecificEvent	88	70	18	no	no	eaba225a89fc2242bb9d139c8a7ca6da8ec4a95b08d4fa9225a3cc3622098af4	a7a1285078ac515a4fea7ad18a50ab44ec84ba9f1c39e07df875dfa0f8681465	5a30347338ce38bfae0f57ac43fabe37766b505f092dc49475ac7c4ef4ae72ae	5bab032b9a03b5da1e125a9f2f46925b105b213fc0e1b627f14929a7e3c1310e	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_os	WsfSetEvent	0x0052b91e	0x0052b95e	WsfSetEvent	56	64	-8	no	no	55df0bc3fbfb15928c38b5ee7ba27c84cc699c78543c5adc2679f623b3f31077	62fda22da8f5aec6255e52e820a4570a593fa4637a710ce93ebfbdca428f7db8	15e1da7c8b4ac86adecf11fd7ba751eb66238e667dfbbff4bc887b8a12027446	724f5a993959a0c2b9228dcf808ca0727989c8c92002333808523bc1b8e9945d	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_os	WsfTaskSetReady	0x0052b95e	0x0052b97c	WsfTaskSetReady	36	30	6	no	no	96f483a0b34e1adbfd95e78289a1cf5562ced4cf05e012c5b91baf3c495ded48	feaf10178e32248aebd53109fd9c1a95e1d757484102fc7a775203160e257ff7	b37da44e4a642e47449c010a90417add61f116a60f05fbbeca3e7e6a956297cd	0639a0781d3e05d201e72ada9ed84a87c59621cfa0099c68397bebe84ed90129	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_os	WsfTaskMsgQueue	0x0052b97c	0x0052b980	WsfTaskMsgQueue	8	4	4	no	no	b24a6a06ea56f14b365afa39f17bf619a2ba1f01fd6dcb230a6766808f254129	c38df642688ef2e1df139d8ba9e7854fe109c68c84bfe8e97010f955fa56291b	811975cc17d6492abc70ae177d2d51b6ec28b8ff47b257e62a4b91f912f4d853	df329c59cf0ae884d28a341c86d7f784817e685c5d35445414c5570c45e4ee46	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_os	WsfOsSetNextHandler	0x0052b980	0x0052b99e	WsfOsSetNextHandler	24	30	-6	no	no	367ccb79195107cab5393b61515398f7b7c44a049a2f767d7a2a3282cda98304	614f7f6c030d12ac7cb0ace224d26318a3089bc47a0d1fc24a17cf51cb7a396b	df6f0b00618d75a3e4419d4266c3f01be899eddad1ec91527f87ea7c6dbfe1d0	6f20c8e8b4cca9a3c57d5215c9a15858808a9905762264a6bd8c8961694d4f02	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_os	wsfOsReadyToSleep	0x0052b99e	0x0052b9b2	wsfOsReadyToSleep	20	20	0	no	no	37b721ba51ea2522d0cf154cfb3e62c0b47c30d44ec790930c4c0ccf2c47043e	633892695925666e4dc9d7d89588807653985ae2321217b58b5c215bb6ab6ebc	31de7ed6c3bd3bf4192c2b42add91ae21bf395f71abdd7932a8861704177069b	2ee7fe67a3ef343a69cf87889f2316f44515d27ec5c6d70f7c699b49eca4fb5a	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_os	WsfOsInit	0x0052b9b2	0x0052b9d0	WsfOsInit	40	30	10	no	no	da91061bb83a8c941a6c9e8a11f70e2bc721351e07c965b45a6cf13dd6bc6451	f9c905e97f08e91afc84d8c6df9ed24e71e26accbea503f8f423f98e8e8ff6bb	abf9f1e3d07e67de969222567af90ddf7fbde4c211b290328eeca7761efde7af	9a0606e882bde29307699799161a591e273941b5e42466ad9f77c1418086a549	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_os	wsfOsDispatcher	0x0052b9d0	0x0052bab8	wsfOsDispatcher	244	232	12	no	no	faf8b2f3db31bfed6c6a0d037cb20cc5559ee5294583aa7329c12ce30d5cf59b	49ba08ce0c35eb58c098babd1ad0e4d68c303c67bf8e2543be552511732474d8	fe3dfbe2e04efa72888c7d0dbadfc25be39c7a74ca5e07405e765ef3b6689829	c52f0e9655fc23f90c04e7533369fcb2b5f4ae5dcf6b1d4a95e6a216b5dd0d73	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_queue	WsfQueueEnq	0x00538c24	0x00538c4a	WsfQueueEnq	34	38	-4	no	no	67b605d99693aedb635627689cefa98195e9c5b7096f9cbe7b4cb988cc87e9d8	30b8240daf336d4037b57b11a420f9adbddf40659ec964e078e736cbeeca94dd	9fa03f8491f2f4fab2e994ec032e6a9cd3d18d3cec200dc47e1c3b4159fe818b	1417a3153f994f11d983514fa775d65a7ca2245b4d06aa6314d5a7331ef90771	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_queue	WsfQueueDeq	0x00538c4a	0x00538c6e	WsfQueueDeq	30	36	-6	no	no	3c23a7734a503c76c41a0204ea43e05de900abb655db12db6ecadf886eb6d6e4	b89add9a6f39622dc9277b91669b4978b136cf95d4c09bff5a8f65d02c3a7080	e1c645912f148655ea9947b3965bf07724b455da8f5e5002d2631c31de9412f1	8103a892191018303c7aac80c6e2d8443cc3a1b4e90534d631789e4749e0b6e9	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_queue	WsfQueuePush	0x00538c6e	0x00538c8c	WsfQueuePush	28	30	-2	no	no	e1d3eb4aaaca7033eec4b2db3fec08822e4d61f959b2c7b4fc03209194e00fa2	19728a8dcc2b9905325e0994927d36eb35491245cf2646e7b329ffe1b7eb09e5	9cae9dd6405555200fd9498ba059e236a6bfb6fd2f62a86613ab712c2a1b35cb	45ac902d523706d379482ce5cbf82fcbd2a345b3ee1f559caf41ff99941e7d9d	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_queue	WsfQueueInsert	0x00538c8c	0x00538cc8	WsfQueueInsert	56	60	-4	no	no	81cbf04705cff6bcd0ff2be7cc731d6e78f2fa59abb906ea37a44bf3e9f715e7	1aac6c02a0605d67564caa4d190a532bf4a1ef9c0f6e11c053326d7812fcc112	1024ccf105d581b547a4517ba8b5b29134ba8f183bd2040d8e5e65c5324a9d8a	ad205bc8b9784b036aa690a1cb3032244863a38fb815fbe7d18f392c919672ba	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_queue	WsfQueueRemove	0x00538cc8	0x00538cf6	WsfQueueRemove	44	46	-2	no	no	476cccb2021ce9d73a71b68c16078976b3e5758704f9d96d7f1b4c626e179e00	b550d2696c6f4516dd4c4bcb2b3af6c5b79a51092103ddc667cd886042ba5033	1e6ed520aed20831fe5a8f284ea9e05ae36875f2a5a7a419b47fb101c168490f	35d67e5ced61586a5a215162e33f64fce082df13d34b8c8a2dcccedbd8e94e58	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
O1	wsf_queue	WsfQueueCount	0x00538cf6	0x00538d16	WsfQueueCount	36	32	4	no	no	42cb40379bdcdadee67840d80f8e3b8ca1a614187ffbdf2edf8988b59ce1fd21	270837f505709362f84fc36cc7da2dbd98046cb7c6b69b6037244885361bb86a	ec59272d19e26fec433ad6a1efe574f488e84b3a28e6ee08c0dac28f94a0b5fa	3b18a8f182a79b859ca79bfd5f9a9068dc1b6497f2f8d4cb2ce4a8163f523e8e	104935212	17577846	dda0c435510325624cf1cc0af9183bc878c1cc1c64cadda6f591a4e80efff513	c0e1010a038656fcc6f7033da7578cff8845cb53bdbcb15a033731a194e4eec3	55cf7b292572025c5c185365c8accbbf1d22b5e4792c88eb46348ea399122516
Og	wsf_os	WsfCsEnter	0x0052b8a4	0x0052b8b6	WsfCsEnter	24	18	6	no	no	ab22c3ef2c8cddb6404305d56f9ce2b524a6e80b2e922d1c916ef7ac13442e52	e0ff3f4fa338e939616823c70ae7fc13df075b7de32178db2810cf9eb39edb87	a5446b7f781253665748821a1e1022527480fa0a4b62105d8264e2a4070af99a	ecaf8feb6f26e60789b06550c8f5d908cf7d6913e4d9d2e720cf316635ebaca0	86543664	17425829	12a0e720863be21500b1c56402b1e1bb528d33481635a9534b086df13813adea	ef8e55f6e983baf5c2eff670cb87ec3dcdfd8eadd66948d486e55076b203d492	a9d4a6b0bf684f37c9a5050c6fad576a44df17358f4b24a11daea24ca05fa42b
Og	wsf_os	WsfCsExit	0x0052b8b6	0x0052b8c8	WsfCsExit	20	18	2	no	no	7584e545533ab7411e3dc3b352c1c8003a829aa1659db54076aabd2171404cf1	8685a9a54cba4040bb297f58f5bc9e0d5beed1f46a7159363edc8f80648e824c	4e752b0261b87b14410e6130ba811bd20b7ef961db4c244020edc1f54815e4bd	73e498637a31e7c030c730926d7834c10dc05c3f4c0cbf655a3556e4b43d9ce6	86543664	17425829	12a0e720863be21500b1c56402b1e1bb528d33481635a9534b086df13813adea	ef8e55f6e983baf5c2eff670cb87ec3dcdfd8eadd66948d486e55076b203d492	a9d4a6b0bf684f37c9a5050c6fad576a44df17358f4b24a11daea24ca05fa42b
