label	source_path	git_blob	sha256	size	exit_status	duration_ns	function_count	unique_match_count	compiler_anchors_matched	report_sha256
i2c	libs/i2c/lib_i2c.a	6430cd3003aa02d0833e3bc86528257fddd99ca8	b363e7c87656c5e4244841cfbcbe80301f02d10f83c7754fb5faf32f46cc8233	132626	0	195642344	24	1	True	577efcb292b4e30e52750dd965f3e0bb74c22ede1fdad4dfb0bd22a1a68c2f55
i2s	libs/i2s/lib_i2s.a	0e3f4e6435f00f41d65cc017f4fcea7b01fdb4d1	deb9591791c89e74acd4a5ad3c92456891856bdcaa8e47ab36ce7248f1dc9c8a	203110	0	296574847	52	1	True	13000373f5c419737ad055589265c17b5f7285aff1644f7fb0924706ac29c96c
nvm_op_sched	libs/nvm_operation_scheduler/lib_nvm_op_sched.a	c6bd6d79c2a019315bfb4b12bbacf46a0958f834	3fc472decd87f5cefdfe72bbb332d83a7ae16e1b2490268b1aa9eee41ae75e0e	42250	0	130347724	8	0	True	1b1eb2fec5b257101c4c68dc0a93f56f24b70f828cd2b16ec3f42719bfcde266
pml_di03	libs/pml/lib_pml_di03.a	8637c90e3851846347e6b14135a6779999c570cc	227d3b5395f36802781c0cff3e7a21f641da74579342d7ccfc76a74b18e51570	268172	0	382581082	71	43	True	1dcdbcf5d722fffc16f2324d8018f935f5451c93a2e94c9e3b56d0c986e98365
qdec	libs/qdec/lib_qdec.a	7cc6e3ecfe7226852d3cc4fe4d8ee633b1865c25	1b26cd3fb91314e63861a9de754f1e14a790f904fe915ad4afd6cd73a7c916d0	91748	0	143137417	9	1	True	99a1bfe67a8eeae389e4d083d891ff438bf71d02a9cd7e6e69265e112d448317
hw_security	libs/security/lib_hw_security.a	6844fb0d42bd31161257386d895fa0e7a588e9d2	9d443e09236b4f8c23e71ef44e4873019cd64cdd818c3f62ef2cc15d0301aadd	101434	0	209950807	28	0	True	cde0aea5eab1e3e52206ed07a38b8152cfd31f53e8fa31f12367eec111477d89
spi_master	libs/spi_master/lib_spi_master.a	9cf82cb5d4c7cc0716a56ebc472f3240162cfb91	1ba0ac17c614aa8ca3142442fb5d07a76349d1f6525f9b2e95c8933ac7c7be57	122594	0	206065388	25	1	True	28e20331c7bf59e06e2b01d367e0ab049c0a43f9ac8dba432f52480f9422b0a5
spi_slave	libs/spi_slave/lib_spi_slave.a	a9f54a26987e80888f7fc4eec61bf73e8a6fe383	9a08cb2d4b51a26b301830404d3dc997494c6f319637c03107662b1894c0b84d	128712	0	209024633	27	0	True	e979614ecbd011ff97972967e04cbbe3701cec1880e4d4b2a3822dab5e54f465
spi_slave_dma	libs/spi_slave/lib_spi_slave_dma.a	a04d104428ecf23aa4d5af20f2062f4abbcd6860	38c83993b2d4499979d6924837232d4680052970e3c2d4a2c36b00d7399c7e32	129856	0	219487882	26	0	True	4bdf33cc17c8c9bcac8870e329afa0c503a6fb24fb6705a425a0306d64ee4ef9
temperature_indicator	libs/temperature_indicator/lib_temperature_indicator.a	f0056a98c7b4ace1e35ae2a36bfc16b93f0fb03a	fbeb9e7d1ffa8acf84052bbd3d020fbd14a92de21feabbc7f236de642e68b64c	79186	0	155792336	12	1	True	7b6af153617b300a6f036dd535daca24a5116187e8982da99612bffca7e67c49
emb_audio	libs/third_party/emb/lib_emb_audio.a	3bc38f0dfb1432e7cf37bce38355a7629597d676	ef755495290c82bfd4121a5199b8286f21dc0f1f5582ae2eb1869509cac87bf2	23528238	0	21033138819	4880	1153	True	e6995c308e29fa16d3ae4ad55190d9b557e6a27ea657f48dcbe3be5879761756
emb_central	libs/third_party/emb/lib_emb_central.a	82b8b52b7022943a109ea6552d1472e986dc4fec	b708d2e88e5f97aef72dd7c02ff75513df2ebf2efa5c46c4fc906345a7d87f84	19281156	0	17653772889	3873	1100	True	5569c7447bb2b577c9bf59cb0e8ff32880141fdf10462105c941aef75907a7f9
emb_central_advext	libs/third_party/emb/lib_emb_central_advext.a	8310f0172ab547bca046d41722776e4d7c1fb128	03beaeca7f3bdd292a1c97662baf1365d87bde81a5b8b8e74f8112236ebd72e6	19281484	0	17645436476	3873	1100	True	b69bccd9c0c4df38fb0c7fa750137ad0f6257aee02d706a3adf4109d5322013b
emb_controller_iso	libs/third_party/emb/lib_emb_controller_iso.a	b9433012b264da2210f602395b144a6d21795f01	87af23b9b6a582137a02759c4af2344f7160a8b88197dd540ef8268aa55f6cfa	12858814	0	10313578653	2181	1240	True	72eaf7dc03bfe41faecc001c20f8afad50d2e501b63a09861638fd0a0d36dc01
emb_cte_transmitter	libs/third_party/emb/lib_emb_cte_transmitter.a	41229fb23063e46ef56bc2947495ba5c78c4eb6d	9c08f4d8dcc50edb3dcac527d2a68ed2583aa9d7dde2c21970df0006964ea8e5	21293660	0	18757507562	4104	767	True	f162bde82bbbd22f728cc336fc0aeb58cef983ea4635be0763b068e2a672bf1a
emb_pawr_advertiser	libs/third_party/emb/lib_emb_pawr_advertiser.a	d0f3b5d37fcc7e5e922afc55d6f6e2e3405cc459	735463e842e64d60e66f63dad1fbfc6fbd210449223d7cc977e02a994643cc5b	20910378	0	18544495198	4063	1160	True	93acf6358272cc5288997477bb695929cb743a451ddbe7280c8429267aa14f7a
emb_pawr_synchronizer	libs/third_party/emb/lib_emb_pawr_synchronizer.a	d1693d357ee2ecd82ad6c65baec2a5b59846c2b7	cc2cd3f487286f0633e5a5312aa06ebc4e579fc91fa46e28e00fa08f5502bcac	20911538	0	18576259655	4063	1160	True	6163a7066ecc6c37a21b48b6ddcc8936e85843203835b8d46e137afa5c2fecf5
emb_peripheral_advext	libs/third_party/emb/lib_emb_peripheral_advext.a	fa2fb69dd6648975ebc3fcf51021762a20784c15	e67f849a9d3284fc67daa7c1f5feb01cadb1ddb6b6d51a91b98fc8306d428a0c	19281256	0	17621200411	3873	1100	True	6236dc692694b1b41d83910814352ae81ce4a6e060344f29c57c9bf60cbee1ac
emb_peripheral_legacy	libs/third_party/emb/lib_emb_peripheral_legacy.a	75c86e51ebb8feb797a1bab9e37a1175f027a49f	ee8b2cadf4fda03d14b98ccdfc7657ab2eaaf7354676231d29d49b8ba20bc134	13462828	0	13076231443	2952	649	True	5f6e59a27d7f3d724760e5a8cb0c184fc5d656578b598581396b99c1fa3ef376
printf	libs/third_party/printf/lib_printf.a	d976e00a8067d80b79e5150a642d116bd58a7e33	010e4fc33fff317e41babebd027c2947ee107ff5c63a8bfa3ce0ccabad0568ab	74862	0	191173325	23	0	True	390e80da6070dc0f200e9ab801c5677c4bec5bb56e04e9199edf47912aeae252
uart	libs/uart/lib_uart.a	a14905f9ad266ad992a3c08b0dc65498a51001c1	862489aa4b7175bc4bafd5202a912a09a5f1cb2535773c792fac182ecbd633e0	132798	0	219548377	27	0	True	3ef82e1840930115e27e23ec3047079b02c59d74cb8b474f60984a932d824c4a
uart_dma	libs/uart/lib_uart_dma.a	5e73b2bbba5e47d551d8610f016a9a275365e76d	79c729c43f524ede45c4d9a044330f139f6d6b797324084170e23251698a569b	133996	0	209354394	26	0	True	ffc87c88f9642e3c9cd655e8fcab91965aa18927fa4e1f4c0e5fbdaa1789ef67
