# G2 liblc3 encoder-internals census; regenerated by tools/analyze_g2_liblc3_encoder_internals.py
entry	body_start	body_end_exclusive	envelope_bytes	official_opaque_bytes	scope	parent_bucket	status	module	attribution	evidence	confidence	detail
0x0059898C	0x0059898C	0x00598994	8	8	frontier	investigation-required-no-evidence	module	mdct	mdct.c vector scale helper (partially decoded MVE/Helium body)	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x00598994	0x00598994	0x00598AB8	292	292	frontier	investigation-required-no-evidence	investigation-required			none	none	no static caller in the corpus; possible dead-stripped internal or data-adjacent envelope; no liblc3 dispatch-graph or module-table evidence
0x00598AB8	0x00598AB8	0x00598DCC	788	788	frontier	investigation-required-no-evidence	module	mdct	lc3_mdct_forward	dispatch-graph-direct	medium	direct lc3_encode callee at the v1.1.3 analyze()/encode() source position
0x00598DEC	0x00598DEC	0x00598EFA	270	270	frontier	investigation-required-no-evidence	module	energy	lc3_energy_compute	dispatch-graph-direct	medium	direct lc3_encode callee at the v1.1.3 analyze()/encode() source position
0x00598F14	0x00598F14	0x00599046	306	306	frontier	investigation-required-no-evidence	module	bwdet	lc3_bwdet_run	dispatch-graph-direct	medium	direct lc3_encode callee at the v1.1.3 analyze()/encode() source position
0x00599050	0x00599050	0x00599080	48	48	frontier	investigation-required-no-evidence	module	bwdet	lc3_bwdet_get_nbits candidate (shared bwdet/spec bit-budget helper)	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x00599080	0x00599080	0x005990BC	60	60	frontier	investigation-required-no-evidence	module	bwdet	lc3_bwdet_put_bw	dispatch-graph-direct	medium	direct lc3_encode callee at the v1.1.3 analyze()/encode() source position
0x005990CC	0x005990CC	0x005990F0	36	36	frontier	investigation-required-no-evidence	module	bits	lc3_put_bits out-of-line clone; overflow tail-calls 0x00439B12 bits slow path	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x005990F0	0x005990F0	0x00599290	416	416	frontier	investigation-required-no-evidence	module	sns	sns.c scale-factor VQ quantize unit (dct16 + lfcb/hfcb codebooks)	upstream-table-match	high	references byte-matched snapshot tables: sns.c:dct16_m|tables.c:lc3_sns_hfcb|tables.c:lc3_sns_lfcb
0x00599290	0x00599290	0x00599324	148	148	frontier	investigation-required-no-evidence	module	sns	sns.c MPVQ gain/shape quantization unit (mpvq offset table)	upstream-table-match	high	references byte-matched snapshot tables: tables.c:lc3_sns_mpvq_offsets
0x00599328	0x00599328	0x005996C0	920	920	frontier	investigation-required-no-evidence	module	sns	sns.c compute_scale_factors candidate (shares lc3_num_bands users with energy.c)	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x00599714	0x00599714	0x0059A910	4604	4604	frontier	investigation-required-no-evidence	module	sns	lc3_sns_analyze (inlined scale-factor path; FLT_MAX quantization pin)	upstream-table-match	high	references byte-matched snapshot tables: sns.c:dct16_m|tables.c:lc3_sns_hfcb
0x0059A910	0x0059A910	0x0059A9A8	152	152	frontier	investigation-required-no-evidence	module	sns	lc3_sns_put_data	dispatch-graph-direct	medium	direct lc3_encode callee at the v1.1.3 analyze()/encode() source position
0x0059A9C8	0x0059A9C8	0x0059AA00	56	56	frontier	investigation-required-no-evidence	module	bits	lc3_put_symbol arithmetic-coder clone; tail-calls 0x00439B54 carry helper	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x0059AA00	0x0059AA00	0x0059AA06	6	6	frontier	investigation-required-no-evidence	module	tns	tns.c quantize/unquantize helper; 6-byte Ghidra entry overlapping 0x0059AA06	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x0059AA06	0x0059AA06	0x0059AA84	126	126	frontier	investigation-required-no-evidence	investigation-required			none	none	no static caller in the corpus; possible dead-stripped internal or data-adjacent envelope; no liblc3 dispatch-graph or module-table evidence
0x0059B4B8	0x0059B4B8	0x0059B5BA	258	258	frontier	investigation-required-no-evidence	module	tns	lc3_tns_get_nbits (tns arithmetic-coding bit tables)	upstream-table-match	high	references byte-matched snapshot tables: tables.c:lc3_tns_coeffs_bits|tables.c:lc3_tns_order_bits
0x0059B5C4	0x0059B5C4	0x0059B688	196	196	frontier	investigation-required-no-evidence	module	tns	lc3_tns_put_data	dispatch-graph-direct	medium	direct lc3_encode callee at the v1.1.3 analyze()/encode() source position
0x0059B6A0	0x0059B6A0	0x0059B6AC	12	12	frontier	investigation-required-no-evidence	cluster		lc3_hr(sr) out-of-line clone (common.h header inline; no owning object)	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x0059B6AC	0x0059B6AC	0x0059B6D0	36	36	frontier	investigation-required-no-evidence	module	bits	lc3_put_bits out-of-line clone; overflow tail-calls 0x00439B12 bits slow path	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x0059B6D0	0x0059B6D0	0x0059B712	66	66	frontier	investigation-required-no-evidence	module	spec	spec.c estimate_gain candidate	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x0059B714	0x0059B714	0x0059B76A	86	86	frontier	investigation-required-no-evidence	module	spec	spec.c unquantize_gain candidate (local iq literal pool near 0x0059C248)	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x0059B76C	0x0059B76C	0x0059B808	156	156	frontier	investigation-required-no-evidence	module	spec	spec.c adjust_gain candidate	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x0059B80C	0x0059B80C	0x0059B852	70	70	frontier	investigation-required-no-evidence	module	spec	spec.c compute_nbits sub-mode helper candidate	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x0059B852	0x0059B852	0x0059BA96	580	580	frontier	investigation-required-no-evidence	module	spec	spec.c compute_nbits (spectrum arithmetic-coding tables)	upstream-table-match	high	references byte-matched snapshot tables: tables.c:lc3_spectrum_bits|tables.c:lc3_spectrum_lookup
0x0059BA96	0x0059BA96	0x0059BAE4	78	78	frontier	investigation-required-no-evidence	module	spec	spec.c side-information bit-accounting helper candidate	dispatch-graph-indirect	low	reachable only through liblc3 internals; caller set pinned
0x0059BAE4	0x0059BAE4	0x0059C166	1666	1666	frontier	investigation-required-no-evidence	module	spec	lc3_spec_analyze	dispatch-graph-direct	medium	direct lc3_encode callee at the v1.1.3 analyze()/encode() source position
0x0059C1C4	0x0059C1C4	0x0059C202	62	62	frontier	investigation-required-no-evidence	module	spec	lc3_spec_put_side	dispatch-graph-direct	medium	direct lc3_encode callee at the v1.1.3 analyze()/encode() source position
0x0059C204	0x0059C204	0x0059C78C	1416	1416	frontier	investigation-required-no-evidence	module	spec	lc3_spec_encode (spectrum symbol lookup table)	upstream-table-match	high	references byte-matched snapshot tables: tables.c:lc3_spectrum_lookup
0x0059C7AC	0x0059C7AC	0x0059C800	84	84	frontier	investigation-required-no-evidence	investigation-required			none	none	called only from first-party functions (0x005918CC); no liblc3 dispatch-graph or module-table evidence
0x0059C800	0x0059C800	0x0059C81C	28	28	frontier	investigation-required-no-evidence	investigation-required			none	none	called only from first-party functions (0x005918CC); no liblc3 dispatch-graph or module-table evidence
