# G2 liblc3 ltpf/bits 0x43xxxx cluster census; regenerated by tools/analyze_g2_liblc3_ltpf_bits_cluster.py
entry	body_start	body_end_exclusive	envelope_bytes	official_opaque_bytes	scope	parent_bucket	status	module	attribution	evidence	confidence	detail
0x00438FB8	0x00438FB8	0x00439666	1710	1710	seed-closure	investigation-required-no-evidence	module	ltpf	lc3_ltpf_analyse	dispatch-graph-direct	medium	direct lc3_encode island callee at the fixed v1.1.3 lc3.c source position; analyze() position 2 (after attdet); sole static caller lc3_encode
0x004396B8	0x004396B8	0x004396C2	10	10	seed-closure-extension	investigation-required-no-evidence	investigation-required			none	none	no ltpf.c/bits.c table, dispatch, or shape evidence; sole caller lc3_spec_analyze 0x0059BAE4 (parent-census spec.c); 10-byte body (x*10+1) matches no ltpf.c/bits.c source
0x004396C2	0x004396C2	0x00439710	78	78	seed-closure	investigation-required-no-evidence	module	ltpf	lc3_ltpf_put_data	dispatch-graph-direct	medium	direct lc3_encode island callee at the fixed v1.1.3 lc3.c source position; encode() position 7 (pitch bit + 9-bit pitch index); sole static caller lc3_encode
0x00439710	0x00439710	0x004397A6	150	0	seed-closure	investigation-required-no-evidence	shared-runtime		IAR memmove	dispatch-graph-external	low	analyze() position 3 (compiler runtime, not liblc3); called from liblc3 and first-party code
0x004397A8	0x004397A8	0x004397C4	28	0	seed-closure	investigation-required-no-evidence	shared-runtime		IAR DLIB sqrtf candidate (SQRT intrinsic; domain-error path through 0x00439CA4; called from ltpf/mdct/sns/spec internals and first-party code)	caller-family-shared	low	caller families span non-liblc3 code; shared compiler runtime, never module-attributed
0x004397D0	0x004397D0	0x004397FA	42	42	seed-closure	investigation-required-no-evidence	module	bits	ac_get_range_bits candidate (range bit-count loop; sole caller lc3_flush_bits)	dispatch-graph-indirect	low	reachable only through cluster or parent-census liblc3 functions; caller set pinned
0x004397FA	0x004397FA	0x00439868	110	110	seed-closure-extension	investigation-required-no-evidence	module	bits	get_bits_left candidate (arithmetic-coder pending-bits accounting; sole caller lc3_get_bits_left)	dispatch-graph-indirect	low	reachable only through cluster or parent-census liblc3 functions; caller set pinned
0x00439868	0x00439868	0x00439BC6	862	862	seed-closure	investigation-required-no-evidence	module	bits	lc3_setup_bits	dispatch-graph-direct	medium	direct lc3_encode island callee at the fixed v1.1.3 lc3.c source position; encode() position 1; sole static caller lc3_encode
0x00439914	0x00439914	0x0043992C	24	0	seed-closure-extension	investigation-required-no-evidence	module	bits	lc3_get_bits_left candidate (LC3_MAX(get_bits_left, 0); sole caller lc3_spec_encode 0x0059C204)	dispatch-graph-indirect	low	reachable only through cluster or parent-census liblc3 functions; caller set pinned
0x0043992C	0x0043992C	0x0043996C	64	0	seed-closure	investigation-required-no-evidence	module	bits	accu_flush clone (backward accumulator flush; callers lc3_flush_bits and lc3_put_bits_generic, matching the bits.c source callers)	dispatch-graph-indirect	low	reachable only through cluster or parent-census liblc3 functions; caller set pinned
0x0043996C	0x0043996C	0x004399E4	120	0	seed-closure	investigation-required-no-evidence	module	bits	ac_shift clone (carry propagation; callers lc3_flush_bits (inlined ac_terminate) and lc3_ac_write_renorm)	dispatch-graph-indirect	low	reachable only through cluster or parent-census liblc3 functions; caller set pinned
0x004399E4	0x004399E4	0x00439B12	302	0	seed-closure	investigation-required-no-evidence	module	bits	lc3_flush_bits	dispatch-graph-direct	medium	direct lc3_encode island callee at the fixed v1.1.3 lc3.c source position; encode() final position (padding loop + inlined ac_terminate); sole static caller lc3_encode
0x00439B12	0x00439B12	0x00439B52	64	0	seed-closure	investigation-required-no-evidence	module	bits	lc3_put_bits_generic	dispatch-graph-direct	medium	direct lc3_encode island callee at the fixed v1.1.3 lc3.c source position; encode() pitch-bit overflow slow path (lc3_put_bits inline spill); all callers liblc3-side
0x00439B54	0x00439B54	0x00439B78	36	0	seed-closure-extension	investigation-required-no-evidence	module	bits	lc3_ac_write_renorm (renormalization loop over ac_shift; callers are the three lc3_put_symbol sites: 0x0059A9C8 clone, lc3_tns_put_data, lc3_spec_encode)	dispatch-graph-indirect	low	reachable only through cluster or parent-census liblc3 functions; caller set pinned
0x00439CA4	0x00439CA4	0x00439CB2	14	0	seed-closure	investigation-required-no-evidence	shared-runtime		IAR DLIB math domain-error helper candidate (stores EDOM 0x21 through DAT_00439CD4; called from the sqrtf candidate and first-party 0x0059C800)	caller-family-shared	low	caller families span non-liblc3 code; shared compiler runtime, never module-attributed
