source_order	function	stock_status	stock_start	stock_end_exclusive	stock_bytes	stock_sha256	r44_lines	r44_body_sha256	ingress
21	hciEvtParseLeRandCmdCmpl	linked	0x0056A0EA	0x0056A104	26	3cee9cb7ca1f84518ad4e5af79fcc385dcad6fed1869c2887e485ce6244d716c	805-811	e948f9321dd1b9061faf555b7db77d72151079bb3515b3b53383ad659f5bfaf3	parse table index 28
22	hciEvtParseLeAddDevToResListCmdCmpl	linked	0x0056A104	0x0056A110	12	9b68cf098afe7d013692aae413b392a9b6f85e7ec638c6e3429b0c27b7a244fe	826-831	83f5b52ea385ca4ca1f659d7d9ffefbd5f3e3ecc3798b1035abf4950ea5c7826	parse table index 21
23	hciEvtParseLeRemDevFromResListCmdCmpl	linked	0x0056A110	0x0056A11C	12	9b68cf098afe7d013692aae413b392a9b6f85e7ec638c6e3429b0c27b7a244fe	846-851	ee56072fce6ffd099ae3f0ab1473d424804b16e94a6b31c6d2a3b0f6ef7fd66e	parse table index 22
24	hciEvtParseLeClearResListCmdCmpl	linked	0x0056A11C	0x0056A128	12	9b68cf098afe7d013692aae413b392a9b6f85e7ec638c6e3429b0c27b7a244fe	866-871	de9f8139eea768e819701ab9a10818393fd5e5c70c5ce7c35577261bc502cf25	parse table index 23
25	hciEvtParseLeReadPeerResAddrCmdCmpl	linked	0x0056A128	0x0056A142	26	4fe29c527d4c01800563503e9eab702e1e8ae524625674f7fc296399fd7b1983	886-892	931f8c44055b0eb62af1e9ac3f823b9305d296166b5d33e09f1fc6a8ef88018e	parse table index 24
26	hciEvtParseLeReadLocalResAddrCmdCmpl	linked	0x0056A142	0x0056A15C	26	ef06a7f6bc589de1a5e8abb698a7ab447ff323cc000e885d9a97ba97d66c9a5e	907-913	b1877634f09d79bf018583fb794f709fd4696cbe0a119db452bdb18548b17510	parse table index 25
27	hciEvtParseLeSetAddrResEnableCmdCmpl	linked	0x0056A15C	0x0056A168	12	9b68cf098afe7d013692aae413b392a9b6f85e7ec638c6e3429b0c27b7a244fe	928-933	5851cdd5bab178eab1feee92d8c09e9df194d36e0dc47e55bd028748886329b7	parse table index 26
28	hciEvtParseRemConnParamRepCmdCmpl	linked	0x0056A168	0x0056A186	30	0859e2156455a42bcd7ebf0aac2f538116d1fd5df512aebc142652ce1dd6ed2f	948-955	c261db965391c2f23d2b22ceee625ca4d07db891c1ca8e6275850018e83626fa	parse table index 29
29	hciEvtParseRemConnParamNegRepCmdCmpl	linked	0x0056A186	0x0056A1A4	30	0859e2156455a42bcd7ebf0aac2f538116d1fd5df512aebc142652ce1dd6ed2f	970-977	de7bcb7ca8fc30f4dce85ff8538d2a8bfbca48c7e3d11f263580dbec6ea058bd	parse table index 30
30	hciEvtParseReadDefDataLenCmdCmpl	linked	0x0056A1A4	0x0056A1CC	40	61ed6d22e5309122accdce1e8ecad599855063f44fe285a7d4e32fd4a5984953	992-999	bc02df8871085669fba2eecd18ef0dc4a2ccc6a9771c911a3f33b3d0ea423d8a	parse table index 31
31	hciEvtParseWriteDefDataLenCmdCmpl	linked	0x0056A1CC	0x0056A1D8	12	9b68cf098afe7d013692aae413b392a9b6f85e7ec638c6e3429b0c27b7a244fe	1014-1019	726828ae54de2055dcd76029d06fab0d5db9d1ad36d7331b841e8e0fa9647a3c	parse table index 32
32	hciEvtParseSetDataLenCmdCmpl	linked	0x0056A1D8	0x0056A1F6	30	0859e2156455a42bcd7ebf0aac2f538116d1fd5df512aebc142652ce1dd6ed2f	1034-1041	eabd25c3fa91d8a81f2ff19ef0cde749fc46eb5690194dacce8af21bc2110b09	parse table index 33
33	hciEvtParseReadMaxDataLenCmdCmpl	linked	0x0056A1F6	0x0056A23A	68	d132a4fdb1fb2848131a628e30b3c2a91d06c4217b0e77e0462dfe97f49c10af	1056-1065	8c7c00e28db8ae2c140b5cf5c40bfcc991acecc38e29b90d3b13c7c6fe6c6b03	parse table index 34
34	hciEvtParseRemConnParamReq	linked	0x0056A23A	0x0056A286	76	a80f447271dca7cf9a7ca9e23b48d816aceceb44e8c2c105f8d9f0ff5684a479	1080-1089	9d19954b919e091769e91a47127545b834dc95416f87675715881358f01a973f	parse table index 35
35	hciEvtParseDataLenChange	linked	0x0056A286	0x0056A2D2	76	a80f447271dca7cf9a7ca9e23b48d816aceceb44e8c2c105f8d9f0ff5684a479	1104-1113	c73a38dbb6e1e4895230900d60060b11d6b28e4076ca3b9460de747de933e5ed	parse table index 36
36	hciEvtParseReadPubKeyCmdCmpl	linked	0x0056A2D2	0x0056A2EC	26	f53faa8f59db7f623485d1907f10415ea7eeec81e444f490d1ebde20548070c5	1128-1134	cd543b24a3d4074a30aa419009c236dab05284cfa5b2f2e769f934b816e99d8b	parse table index 37
37	hciEvtParseGenDhKeyCmdCmpl	linked	0x0056A2EC	0x0056A306	26	ddde3071dc20471281f183b9f3e3b8e25abd6b9f6b30bd1d5475823d05740563	1149-1155	34e47070eb65266838cc2dc850a883b026416bc399283ef6928baa995ccadb42	parse table index 38
38	hciEvtParseWriteAuthTimeoutCmdCmpl	linked	0x0056A306	0x0056A324	30	0859e2156455a42bcd7ebf0aac2f538116d1fd5df512aebc142652ce1dd6ed2f	1170-1177	fb783903c3a4338234a87f347ad173acdc69e8428a160bd71f176fadbf2d3deb	parse table index 39
39	hciEvtParseAuthTimeoutExpiredEvt	linked	0x0056A324	0x0056A338	20	9797f11551438ee91ad65bda2af0d495bcc0688ab6fdc78b67d62eff8ff10d14	1192-1197	32159900b044f2291a5998f1796704620295f883c977b31f8d201920d414acce	parse table index 40
40	hciEvtParseReadPhyCmdCmpl	linked	0x0056A338	0x0056A362	42	ef26bd580149f213823204d41e2315a1c69faa4db0958144547374d18edb212c	1212-1221	7ae5579e1c44072e75c8f086a29197b7ba3c88e4eebe608ff1e95e77c120ed63	parse table index 41
41	hciEvtParseSetDefPhyCmdCmpl	linked	0x0056A362	0x0056A36E	12	9b68cf098afe7d013692aae413b392a9b6f85e7ec638c6e3429b0c27b7a244fe	1236-1241	af889be69449be729d273919aabe41adb50e4c9223891941c68b533ae6f5fe94	parse table index 42
42	hciEvtParsePhyUpdateCmpl	linked	0x0056A36E	0x0056A398	42	ef26bd580149f213823204d41e2315a1c69faa4db0958144547374d18edb212c	1256-1265	f244d1d1132ad75b232b147eaef9e01e70d8d0bda561e68a5540334e3deb165c	parse table index 43
43	hciEvtProcessLeAdvReport	linked	0x0056A398	0x0056A430	152	ed09f46ed8a30706839c1ac1a65dcf7e36bab50398e5d17374ba4a6981b2256d	1279-1338	22bd42dbcfa05adb8c200181ed230c7dedd1f84c83beefd195485fbaa70bd7a8	internal direct call from command/event dispatcher
44	hciEvtProcessLeExtAdvReport	linked	0x0056A430	0x0056A528	248	7c41207a43e47a98718c10ef247705ff034661cb5cd7cbfce19d1493637461c7	1352-1437	ccd22078a90328524a4b0d18fa055c3a82d2c10b50612d4e395a3ef505d2e387	internal direct call from command/event dispatcher
45	hciEvtParseLeScanTimeout	linked	0x0056A528	0x0056A52A	2	c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8	1452-1455	f3cf1587458b0f4654f4fd951b696cf6f7dbb9752673141651b0d9378bb6d548	parse table index 45
46	hciEvtParseLeAdvSetTerm	linked	0x0056A52A	0x0056A554	42	b9967ac4120731f05fdf513f0cd2ddfe870dc5b1d2488d2508aa53f122a76e10	1470-1479	8564d0e8caadb75ca3b5d5887f86c133b1bba054ae2c583610004a1138db116a	parse table index 46
47	hciEvtParseLeScanReqRcvd	linked	0x0056A554	0x0056A56E	26	654df6fc9dda468e582a6899568ac2c78b9d19a177dd530acd6c798ca4b56bfa	1494-1499	c8b4719ef0cd569a6e471b425232450dfba6f2f94cc10397e01916e93b0723fe	parse table index 47
48	hciEvtParseLePerAdvSyncEst	linked	0x0056A56E	0x0056A5BE	80	a0e68df312792ff9b05828eff23e886ead7c8d040849ee51d18848644523a4b2	1514-1526	bc90c33abd9a8827938d6cc837ea209624fcd373e238fb2789e58247cf6f0e9f	parse table index 48
49	hciEvtProcessLePerAdvReport	linked	0x0056A5BE	0x0056A636	120	eade793ed7435abf8ee45a93529731e05e501955b5f63c492e3352e7d931c1e4	1541-1586	66d041e6b1830e98ea91c5406d6f7c8049a4c72ecf8ca75731fb7480e760800e	internal direct call from command/event dispatcher
50	hciEvtParseLeCmdCmpl	linked	0x0056A636	0x0056A63E	8	820bd6958efc402a0f167fb17f5a8a83a98a606bb107c43387455f0aa897c515	1601-1604	c493a6be2c15897cc36893b7c6aa24a987eabe543701f074637c2fdb5555a68c	parse table index 52,53,54,55,56
51	hciEvtProcessLeConnIQReport	linked	0x0056A63E	0x0056A902	708	877b77005e8b95a005a54286e45af643d1e4ae823d0b2d156786af35e478c23f	1618-1655	24a00d5f7de0f1fb0ff7462026fd9f199937eb978889d54e73e423359c427fbb	internal direct call from command/event dispatcher
52	hciEvtProcessLeConlessIQReport	linked	0x0056A908	0x0056AAC8	448	0b9324aa58823a7828041085af07b09ec8ee5bfd39434f42119521f49b5f1f93	1670-1705	3101fe71b5e7753d281e884632819b51db9b313f5152c228db66ea5d2e08d758	internal direct call from command/event dispatcher
53	hciEvtParseLeSetConnCteRcvParm	linked	0x0056AAC8	0x0056AAE6	30	0859e2156455a42bcd7ebf0aac2f538116d1fd5df512aebc142652ce1dd6ed2f	1720-1727	dd145fe8c1e031ac9cdaa45b3a683a1fc573301eb652ff181c6bf48a9f9d4e67	parse table index 63
54	hciEvtParseLeSetConnCteTxParm	linked	0x0056AAE6	0x0056AB04	30	0859e2156455a42bcd7ebf0aac2f538116d1fd5df512aebc142652ce1dd6ed2f	1742-1749	50cfe6e72c5748a996f55a43d86f044c727a9e6eb840d02f598639bf490d7792	parse table index 64
55	hciEvtParseLeConnCteReqEn	linked	0x0056AB04	0x0056AB22	30	0859e2156455a42bcd7ebf0aac2f538116d1fd5df512aebc142652ce1dd6ed2f	1764-1771	947e34f615fc94c8657dc03923d357599a6e921f0da951732f834f8a11fde870	parse table index 65
56	hciEvtParseLeConnCteRspEn	linked	0x0056AB22	0x0056AB40	30	0859e2156455a42bcd7ebf0aac2f538116d1fd5df512aebc142652ce1dd6ed2f	1786-1793	0ea6522d5157b4c4ba1604d1a20dcadb37a0cda2e4ba41db5f00d8eece851082	parse table index 66
57	hciEvtParseLePerAdvSyncLost	linked	0x0056AB40	0x0056AB50	16	fb9faeb1991cd09d28aed0e0d33cbd1eeb1126a39649d9c59ca767e5cf9a3c0f	1809-1812	220f761175a82c9b47a0d9e01ec4446db220054f3e7750aba7b662c8f60d424d	parse table index 50
58	hciEvtProcessLeDirectAdvReport	linked	0x0056AB50	0x0056ABCE	126	751e20f98fb2126e0fe1ed82e5e7721c6bacb48475ef3fd7aa2fe49f4d12c22d	1826-1871	aa47e296aed5b575e2d9e0ea8c9345e75e1a5d3672d2302472c353a44512e886	internal direct call from command/event dispatcher
59	hciEvtParseLeCisEst	linked	0x0056ABD4	0x0056AC96	194	636eae7b4e40962ef8ed283e655ed7d3f134e67db3debfb66d32103bad38fdb2	1884-1905	fa14431dd97d8213765ad2f6d146435e13728039b1b96da210f1e964937cf5c4	parse table index 67
60	hciEvtParseLeCisReq	linked	0x0056AC96	0x0056ACC4	46	94fd9cde6f5048c2677a6fc481f837c7890f6084f14fe9caf6ba8e94b55d5877	1918-1926	2f9314dabd8882c24214ae8998afa8a9db3c0018738926a9dcf1ce7176de1b0c	parse table index 68
61	hciEvtParseLeReqPeerScaCmpl	linked	0x0056ACC4	0x0056ACE8	36	2b3ca98fa151ab540cf10141e4f9923c023802076e31e8b205bd17aab72a8be1	1939-1947	78b6c4582b0bccf0398700a07b7be54b706b4f7f26e20593ceeeb68f2a720c4e	parse table index 70
62	hciEvtParseLeSetCigParamsCmdCmpl	linked	0x0056ACE8	0x0056AD34	76	a5399ef22e2150581aa39cbaf094525f517ef8bb3b993062b860cc81215e4067	1960-1980	f8d8492dfe693dde632965c0a238cc6f8f2379efd872e7730230f8ed14ed9540	parse table index 71
63	hciEvtParseLeRemoveCigCmdCmpl	linked	0x0056AD34	0x0056AD4A	22	b739d1c97937b3cef17d96d6f29aa1ea474593081093084b83ba5a42ca8a1675	1993-2000	9c9854f0f26d5933f093b8b67aa0ba9c579c74402812ea6588695b4a22c9aa62	parse table index 72
64	hciEvtParseLeSetupIsoDataPathCmdCmpl	linked	0x0056AD4A	0x0056AD60	22	b739d1c97937b3cef17d96d6f29aa1ea474593081093084b83ba5a42ca8a1675	2013-2020	de429936635a5bb360a8c68a155d2f30e032b97f1ec98e9f4e151df64015bb7c	parse table index 73
65	hciEvtParseLeRemoveIsoDataPathCmdCmpl	linked	0x0056AD60	0x0056AD76	22	b739d1c97937b3cef17d96d6f29aa1ea474593081093084b83ba5a42ca8a1675	2033-2040	6e0456910dc063bd3313fbf1b451dd4523cd8ab53779e6fe9dfa00daa5a83cee	parse table index 74
66	hciEvtParseConfigDataPathCmdCmpl	linked	0x0056AD76	0x0056AD82	12	9b68cf098afe7d013692aae413b392a9b6f85e7ec638c6e3429b0c27b7a244fe	2053-2058	565942c99829269c3d5e074a4f3c87a0d7d73a53880771603cbfcd598491c0a4	parse table index 75
67	hciEvtParseReadLocalSupCodecsCmdCmpl	linked	0x0056AD82	0x0056AE3A	184	d0bb6f94510162ee4d4850310c72a5a0167dd4ddbe6b1d3c669859c62d43dcdd	2071-2110	7a7d0ce046689ec8fe119ad803d8f638aee932ab978feec545d53e4fc3cd4bca	parse table index 76
68	hciEvtParseReadLocalSupCodecCapCmdCmpl	linked	0x0056AE3A	0x0056AEBA	128	53337ca2cf916f5b8c0f5577304537516bc74425d21a5352be8b14b39ddb2ee1	2124-2155	8c8652a67cc580ad39d4a7d6694bee8629b5a89251ecc2e5bf5c78cb0a72defd	parse table index 77
69	hciEvtParseReadLocalSupCtrDlyCmdCmpl	linked	0x0056AEBA	0x0056AEEE	52	51f187e0c4e8267a2251394517b1699caa632e8766e60c27dc847d5a3b40cf19	2169-2176	5940e1381a4ff1f65d7676cfb2a4794530443a29bb095092c5a9eabf25b13911	parse table index 78
70	hciEvtParseLeCreateBigCmpl	linked	0x0056AEEE	0x0056AFA0	178	14ec21f72c08f0b476312d5c6308f1cae2d74e500a3eb8c2e6dc6c8f8ba0e7f1	2189-2220	ee933e7db5bbffed06ba88896938c44f5d69948b0ac8ae113ca202a4ce74cc0c	parse table index 79
71	hciEvtParseLeTerminateBigCmpl	linked	0x0056AFA0	0x0056AFB6	22	2425cd579187902b028d7f93a2be0f4fea87afb5c291836b42005ede6f10b221	2233-2240	68ba02699a1e06702e2ee513151c37730e7f1832096f86cd25fedcb54af40ec7	parse table index 80
72	hciEvtParseLeBigSyncEst	linked	0x0056AFB6	0x0056B04E	152	91b9c4f8be829d43d530f3550705e99c3bf2272f1871f8d32b95f93694c5524c	2253-2282	c3f42ce455335d47c1ce4128467bb23005ed3f596cc592794eaf3d6391497f6b	parse table index 81
73	hciEvtParseLeBigSyncLost	linked	0x0056B04E	0x0056B064	22	2425cd579187902b028d7f93a2be0f4fea87afb5c291836b42005ede6f10b221	2295-2302	6c28f38cb92d193decf61a1f1c081207fd57bec48007b5f8fcfe6cbaae542a08	parse table index 82
74	hciEvtParseLeBigTermSyncCmpl	linked	0x0056B064	0x0056B07A	22	b739d1c97937b3cef17d96d6f29aa1ea474593081093084b83ba5a42ca8a1675	2315-2322	6b5eb54912418c13b061061b0ebe25ff0c13e6b1a3fde986cbdf05dcbb8e33d1	parse table index 83
75	hciEvtParseLeBigInfoAdvRpt	linked	0x0056B07A	0x0056B100	134	86613fe550ef3a4bb0f21f59222d7cebe330115926c7d2ac8f94da508c7879de	2335-2353	04760d2d72ff96fed0d6c41e0540f98e707a3e1cb9435c1656677010c2cc0312	parse table index 84
76	hciEvtCmdStatusFailure	linked	0x0056B100	0x0056B13E	62	7c88227e4099a05b0d0eb543423a6f783ebd2c3b86a7978e35991d68377d125f	2367-2403	420c73ba9f369ace243805e5e3b0413b56b00e7f593ec0533bea0d6513d36129	internal direct call from command/event dispatcher
77	hciEvtProcessCmdStatus	linked	0x0056B150	0x0056B182	50	1a0facfe2e014175a5aca4b721467e82e41b3934030cbd7719b4bd2193ad4e27	2416-2434	8fddc35a1418d4d76474457c4b567f6ceb3b7858bd7b9ba1c8bc7c61d0c97c6d	internal direct call from command/event dispatcher
78	hciEvtProcessCmdCmpl	linked	0x0056B182	0x0056B37C	506	0b7edb877bcded4d11d41e5aa49b94cd1ccc2b6d2537179d92813f101ed782a2	2447-2660	2a78ca6622af77ed653fe85dfb984afe62587b6c55418c71153874f96f7b2ec8	internal direct call from command/event dispatcher
79	hciEvtProcessMsg	linked	0x0056B390	0x0056B7BC	1068	6773cbac8c40186154cd9ad4b457648842cc6cb6ccd3e5365ede1553981f1044	2673-2974	340744d887ddf6e9df922f4ae162e0a14b41774d99ebaba6803ab51258db43db	HCI transport callback direct call at 0x00530CCE
80	hciEvtGetStats	source_only			0		2985-2988	5731bf8e60c9caca11d8f3fc5284bd7ef204bf064e6d823b75c95c3aa5959eef	no body or caller; sole statistics-object literal belongs to hciEvtProcessMsg
