# SPDX-License-Identifier: MIT
entry	family	status	license	concrete_source	implemented	instruction_bytes	instruction_sha256	reason
0x0648	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	12	22cf82a138649f908101fbfa91f91a3322e7b067c6d1795eee222790db44d52e	application behavior or typed pointer/callback ABI remains unestablished
0x065C	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	156	4261f999cf4b91b43edff85c2731fe71ce1399d559473976b877c76ad87f5a48	application behavior or typed pointer/callback ABI remains unestablished
0x0780	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	92	0dc11e3139c82a93c37a5d9907ad6716ee5c3bbce931d29fb0162fc351ec0fb8	application behavior or typed pointer/callback ABI remains unestablished
0x09A4	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	10	9e0b35cfee377b9eca5d0d1cb4ddb063e6582ed7a4d0ef733aecb57c6b410a82	application behavior or typed pointer/callback ABI remains unestablished
0x09B4	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	494	afb8cc9dc05f7e2578341aa09459d0919ac527a7954ba84158c7145c33f18c66	application behavior or typed pointer/callback ABI remains unestablished
0x0D4C	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	34	174d3e4a291a0f8515eb3bcbf7ebaf5c6bec99db81d64b79dde1bf96e4cf5a09	application behavior or typed pointer/callback ABI remains unestablished
0x11A0	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	20	d83fed792389ee352cf5cc6f61a748bf07db6d500eee10e3ae3d84e9119f188d	application behavior or typed pointer/callback ABI remains unestablished
0x11B4	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	16	b4189e98cd6e625662281356f2bb4dad76c65525006ac02f4ed67690594f54cd	application behavior or typed pointer/callback ABI remains unestablished
0x11C4	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	12	c6aa537f5fd796298d8cced036f927788ac3ac35918d192bf92bf80476ab9287	application behavior or typed pointer/callback ABI remains unestablished
0x11D0	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	86	9f9a8908f7cf8253a895b43699fbea82712a8b064151560b98966d4d18ae1abc	application behavior or typed pointer/callback ABI remains unestablished
0x1228	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	14	118e26ff687066ec230781232a78eaec972ec446d79166867a0c2f4316c9d1ec	application behavior or typed pointer/callback ABI remains unestablished
0x1238	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	70	c40a8b088516ffc95ea6cb22359469689ef602bc734b541bac568dbd9ed831a2	application behavior or typed pointer/callback ABI remains unestablished
0x12A6	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	4	1262b54900d7c03b982e9985409063fac8226d831429b16fcf3d3f95e0f88802	application behavior or typed pointer/callback ABI remains unestablished
0x12AC	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	32	3748d527662a5e99b1ee5fe46ee1e35e91b99b556047da03c4d0efc554b488db	application behavior or typed pointer/callback ABI remains unestablished
0x12D0	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	88	2706e1b6c528901e234b7a50d22b0277eb9c9fefddc0d6ab4f7654343b977e7d	application behavior or typed pointer/callback ABI remains unestablished
0x1334	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	20	d53925675ebba08094266765709a3857e0894709a29a5061d1bebaafb0b99f3d	application behavior or typed pointer/callback ABI remains unestablished
0x1350	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	12	43b4395768731222b06671eddfcc5ce1d25b71eaeca6c2380fef0f9a1cd1cffa	application behavior or typed pointer/callback ABI remains unestablished
0x1368	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	8	cb9a38e2220366bc501b6082ef6dce9752019d1b18f1c2380dd0b2312f27fc6b	application behavior or typed pointer/callback ABI remains unestablished
0x13F8	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	28	7d79fc3ba594114c6cb89e4a3f73be1243fda24450b79b06523ed2920312dbc1	application behavior or typed pointer/callback ABI remains unestablished
0x141C	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	16	88ecb1cfa051967f0c30929aec666a5817e96cb58bbaed7d5350568cbadc36eb	application behavior or typed pointer/callback ABI remains unestablished
0x1434	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	54	e3c02f828122f2ea8e8aba24d13d49abbd5705d8a97dedaa03aa0e5eee5531fd	application behavior or typed pointer/callback ABI remains unestablished
0x14B0	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	86	ae63a90ebd6336e41fe26acf4d0cc89e4afb32def3e877651dca613655a23772	application behavior or typed pointer/callback ABI remains unestablished
0x1510	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	74	e94e5268d58135c25e47aaa134d9d82858e6f6547f1622f1677903a1626324b4	application behavior or typed pointer/callback ABI remains unestablished
0x1560	platform_startup_configuration	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	12	1a586e27e01bb88464842bfddca5cbffebd1eb098f9d717133855e73ce132a95	application behavior or typed pointer/callback ABI remains unestablished
0x156C	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	56	adcb972ac38160b851adade4e98998e931e36bb120b86bf3f55b6cf4b795a200	application behavior or typed pointer/callback ABI remains unestablished
0x15CC	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	258	8c75635fda809a3e1e93276cacc12fde908a9e5e03a65fa4728069ad2c1c3ee1	application behavior or typed pointer/callback ABI remains unestablished
0x16D4	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	18	ed87531e7414a254e0b1f489b3906154e2c4217a2142de821812545f95ab257a	application behavior or typed pointer/callback ABI remains unestablished
0x16E6	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	68	8b50573446b065196b3fde09b622f91d1694af4cda40b71054fa058b1009770d	application behavior or typed pointer/callback ABI remains unestablished
0x172A	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	148	bd6e8773c2a58500ba327f2e8bc86c3beef1ed58beb754437299e0418295c39d	application behavior or typed pointer/callback ABI remains unestablished
0x17BE	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	52	83b634b39e6cf1f6136626647cc7fef59c1fa1e2df5945589fa2e643e328e580	application behavior or typed pointer/callback ABI remains unestablished
0x17F4	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	172	bd1f3846da3e0c6d8b65c517c144651ab7363ac92e86b185396510d1b714177e	application behavior or typed pointer/callback ABI remains unestablished
0x18A8	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	92	11610f27ccbd2b6f7407f341122b43c3a7c28d84f0c99409f91a790f27b8c7c4	application behavior or typed pointer/callback ABI remains unestablished
0x1904	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	64	4ea5380af73a598e68825d6ddf9ea922bf56c5ce753c7782603f965d2aba30ed	application behavior or typed pointer/callback ABI remains unestablished
0x1944	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	46	3461246ba6213d31f876fbb96cb91eb0d314495f8d01248b9c45085901e16188	application behavior or typed pointer/callback ABI remains unestablished
0x1972	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	8	c192ba6ac26c5c2ec12fc70f7f717fdbf59280540dcaa17cf2c438eb6b038c9b	application behavior or typed pointer/callback ABI remains unestablished
0x197C	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	300	514688af9c869b04f86e00d2f4ad220572124bef71dbf8ed5bcda146a3ba83ea	application behavior or typed pointer/callback ABI remains unestablished
0x1AC4	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	40	892fbfae62b35fa243a50e046a6887d36a049f983297dd7c330f39b276843af2	application behavior or typed pointer/callback ABI remains unestablished
0x1AEC	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	48	9c13d76bd7dbd393a547ea4dd7b3cf58da054cb63e728e260b35555b78903d3d	application behavior or typed pointer/callback ABI remains unestablished
0x1B1C	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	26	8c309820c09233925017542520fe0ce94d76468edb7de8165f149f3bfcc4e0fe	application behavior or typed pointer/callback ABI remains unestablished
0x1B6C	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	232	9a7e778dba2aa88f0cb5418005c263f4abd4c79ab7da05412a9f01c497ac1f5a	application behavior or typed pointer/callback ABI remains unestablished
0x1C54	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	26	3fbdbfe79dd42645962ad493d27080af376d4680783ba4ebc95136401d61852c	application behavior or typed pointer/callback ABI remains unestablished
0x1CC2	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	28	0b260bbd9e7ad8da32317ffc06f5b7d9c54ea6eb2adba8cffb6669d9cb858c42	application behavior or typed pointer/callback ABI remains unestablished
0x1CEE	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	102	043d2c2c789b1eafb9d1b3d8ce1681558c62d52de64134a84bb78515de762309	application behavior or typed pointer/callback ABI remains unestablished
0x1D54	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	76	3fed765386547234f734f1293a8f9926078c5e62e3a2ba357b4bd1d1836c374d	application behavior or typed pointer/callback ABI remains unestablished
0x1DA0	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	68	0754e98ec92ce9296eae7b80e730faa8219d2c9779119fec4612296e3586a36f	application behavior or typed pointer/callback ABI remains unestablished
0x1DE4	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	158	efc38f387b233e961fbc29d428753ef92daa825d4931a874cbfcd1efca00ddd1	application behavior or typed pointer/callback ABI remains unestablished
0x1EBC	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	250	dedd254ba8ce7ac1cf14c17a51f978d7121cea1c6cb43226c6a5c7932dd798f6	application behavior or typed pointer/callback ABI remains unestablished
0x1FBC	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	172	60630aa77f2a5393849f27fb99396c5c4687f36858595a340b961cf4fd12a61a	application behavior or typed pointer/callback ABI remains unestablished
0x2078	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	416	dfc3da246895037a679dc49949704176471561e4071d350a47e5494a0fd9d0f4	application behavior or typed pointer/callback ABI remains unestablished
0x2248	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	342	38200e00042a91a78b56dc3c11a14b0a786447f7c987e4781ed4444f628806ba	application behavior or typed pointer/callback ABI remains unestablished
0x23A4	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	452	7fda88a3af84b3fa68fbf3e3e29aaaaf470c2809868c360afdd1f385e3eb089e	application behavior or typed pointer/callback ABI remains unestablished
0x2568	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	142	5db067a40536214e4993ae02c221a81fcbc184ff0fde6747109386bb18739cf1	application behavior or typed pointer/callback ABI remains unestablished
0x25F8	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	36	51ebb650bbd2fe00f98b70b91e6f424aef97f95795de834edb556f9c3398e4fe	application behavior or typed pointer/callback ABI remains unestablished
0x2638	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	210	f834fe176b9a7a8b76d8e69391da3eb6ea1c5173798e8d485150e878555e2030	application behavior or typed pointer/callback ABI remains unestablished
0x270A	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	138	6d0f279ce8067065d6f08184ea9b871f89f29eb0ee0095896f454181fb426208	application behavior or typed pointer/callback ABI remains unestablished
0x2794	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	270	6964e933c7416a27d5f950bb1c3c780bea71567bbb237d25f7b232a54971bd48	application behavior or typed pointer/callback ABI remains unestablished
0x28A2	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	30	e700df1c4428c072b617b8a992596d320038150effea61ffd42efd12e9467bbd	application behavior or typed pointer/callback ABI remains unestablished
0x28C0	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	66	579982044fd40866091ff3fb450aa68b35570ecf15f471a2ff588c03de9cb0a7	application behavior or typed pointer/callback ABI remains unestablished
0x2902	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	28	3bc5ecfd4603fc037688ec466e5bbdff4ed365058d58ea1e6aeec6536c2552ab	application behavior or typed pointer/callback ABI remains unestablished
0x291E	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	56	126f969a8e8081fcd3c50ce1a79199a64f1691488c9fbd65172ae1133264bb9c	application behavior or typed pointer/callback ABI remains unestablished
0x2956	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	28	bf3b2e7e2107a00105fe08681502e160870253262eb82e49eafb99f1b22ad350	application behavior or typed pointer/callback ABI remains unestablished
0x2972	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	8	7d6752dc97068c06f8f56798e8d8ac31a8c6c3bc67a184b918f1f5808a256030	application behavior or typed pointer/callback ABI remains unestablished
0x297A	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	20	e8785aa413c206fc4186a681f340067434ee03f7b086015c7478ee3892954952	application behavior or typed pointer/callback ABI remains unestablished
0x298E	touch_application_processing	typed_clean_room_reimplementation_contract	MIT-for-new-clean-room-code	false	false	10	278d60a0d7df2f88cd8ef90bc8fae8dc33c5c281caffccd59b08a67e57529e1a	application behavior or typed pointer/callback ABI remains unestablished
0x4B44	system_handoff_mixed	typed_external_system_handoff_boundary	LicenseRef-Unresolved	false	false	30	20c9accd7d921966473072090de14214d3895534c01bf3582599a042c1945563	system handoff ABI remains unavailable
0x4C08	emeeprom_eula	typed_external_eula_provider_boundary	LicenseRef-Infineon-EULA	false	false	96	4d7cce66f8a0cdcc41f454fd23cadbb17ba7310de9e474fd99a1c7b14c614cbf	vendor provider body remains EULA-isolated
0x4F00	emeeprom_eula	typed_external_eula_provider_boundary	LicenseRef-Infineon-EULA	false	false	30	564c428a19438282db3016f394c15413886c514ff3cef2c0d5f8f6880e5e50e4	vendor provider body remains EULA-isolated
0x4F20	emeeprom_eula	typed_external_eula_provider_boundary	LicenseRef-Infineon-EULA	false	false	104	d415dbf85ae3aebab41a9368c141aab402e7115e1e6203b19d51dee4163ba7e5	vendor provider body remains EULA-isolated
0x4F8C	emeeprom_eula	typed_external_eula_provider_boundary	LicenseRef-Infineon-EULA	false	false	84	e5a456e084b11a726daa13bbe2ad37278b68db5e8ce7c814e8e69787be2f7b40	vendor provider body remains EULA-isolated
0x4FE0	emeeprom_eula	typed_external_eula_provider_boundary	LicenseRef-Infineon-EULA	false	false	620	10dc591b37adac5c114142464a4ad4324af575b483f655ca6cb66ac0503c7ec7	vendor provider body remains EULA-isolated
0x560C	emeeprom_eula	typed_external_eula_provider_boundary	LicenseRef-Infineon-EULA	false	false	124	6d39489b305efe864fc96ee452457917207990fd74c4f86aaa874204fde1ed12	vendor provider body remains EULA-isolated
0x568C	emeeprom_eula	typed_external_eula_provider_boundary	LicenseRef-Infineon-EULA	false	false	168	6f8973b6e856d54bda4d0d5b5bec1aed8368285eb4fef5f3db0ff5731e386f51	vendor provider body remains EULA-isolated
0x5738	emeeprom_eula	typed_external_eula_provider_boundary	LicenseRef-Infineon-EULA	false	false	60	504daff111be81fea96f9b6b092fd3bfc6119d00f1e4d86b5057b141ae870caf	vendor provider body remains EULA-isolated
0x5778	emeeprom_eula	typed_external_eula_provider_boundary	LicenseRef-Infineon-EULA	false	false	48	9a0a43f33cea65ee6728b819eba0b05f4add27dff5099727d50e87eaf7ea3f64	vendor provider body remains EULA-isolated
0x57E0	emeeprom_eula	typed_external_eula_provider_boundary	LicenseRef-Infineon-EULA	false	false	272	c6ea5b3d14b8da0f22e832ffdac65d08c2049cdde62d014bf70b07214e5c6c7f	vendor provider body remains EULA-isolated
0x7038	legacy_halt	typed_external_system_provider_unavailable	LicenseRef-Upstream-Body-Unavailable	false	false	2	575fc8fa9e92ffe7d57a6aef6f1168f39da04f07d6bcd5b5e17883bff7b33165	authentic upstream provider body unavailable; injected halt provider required
