kind	name	start	end	size	sha256	disposition	provider	license_status	evidence
mixed_gap	post_mspi_gap_0042714c	0x0042714c	0x00427160	20	d2fd6d50093232dbbe37ee054454fd606fb53fda088a33e29d23ee6528d1cc9f	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00427160	0x00427160	0x004272ac	332	7f3f9f3bbe5797d7db00b7ec229994ebd4a5e96e8a37889214e1d058de50558f	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_004272ac	0x004272ac	0x00427308	92	3284295a51640dd35e9518837d69df3369ff537705ef07e88586fb2a0f8a1414	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_00427308	0x00427308	0x00427310	8	90c7a6a98a6f94c175f4def78616baab7e97e70b48835904297f87726111cd4a	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00427310	0x00427310	0x00427360	80	1eba50a003fd2dbc10b692f916c95ac832659ee8245f1420e20cf06373631424	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_00427360	0x00427360	0x004273dc	124	0d2de1918fa403072986f15453ed612b3afd5383b89bdd95e8bf599ddb454280	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_004273dc	0x004273dc	0x0042740c	48	18fb22183427c03dff67cd845829f31b77a1cf974c0c91eda17e83308934dc73	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042740c	0x0042740c	0x00427522	278	61aad9e2393f589de90e10cd74396e589ee4aa1547947732738abb105a1ba2af	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_00427522	0x00427522	0x00427588	102	978d2a48a7b3971bfb7e0d4f2006836aeacb4c137467dfead90d41377316be3e	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_00427588	0x00427588	0x004275de	86	77ca064eeb2bc8c3ea2356b905fa62f1a48bd1672d942ab7fbcf6ef502aff16a	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_004275de	0x004275de	0x004275e4	6	924a4a9a09a8527e33c9c6f998d91aebf10bffeaca290a1cf58d1dd2a5b25d2b	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00439cbe
mixed_gap	post_mspi_gap_004275e4	0x004275e4	0x004275ea	6	5e60264a5b3a31aaaca0a409064423d2566b7f435867befe70be24cfde5420e6	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_004275ea	0x004275ea	0x00427602	24	142ce77e922601c4cf495ab896455263777d8088987c0f783477ea4aceff059f	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0053006c
function_body	post_mspi_function_00427602	0x00427602	0x00427658	86	dd876df1d056f37625f116fa148e0fa3a5f6038ca0ac1b263ec1e10efcdf6807	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_00427658	0x00427658	0x00427660	8	fab4fac9e1fc1b6f843db30d6f225a6fe02e7dea23db5b1996abc9d71d0fa45e	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00427660	0x00427660	0x004276b2	82	872d99918e62bf8cb4583b787e109258e6e9fe4d00eaa54e2ccf54ee38f4674b	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_004276b2	0x004276b2	0x004276bc	10	0af36da57a3d261d75e53670cd83b8f4bcedb9edc277a04be1be7f15a3e092ef	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_004276bc	0x004276bc	0x004276c8	12	3e6606f84fd07d0c6151e2722af772b73029d7e173414c214327bb16399a7ab0	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_004276c8	0x004276c8	0x00427754	140	2877c527951e603d9df6703a2b253f05167402cc2e74f57f8d85adaba374e99c	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00427754	0x00427754	0x00427790	60	410ee87c6841502ba2c8a5c4cfc4bf8b22065282a669f090656a470f8442baec	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_00427790	0x00427790	0x00427794	4	7e03b0a0f0a28fb6b075d8443f7cb75d7f8ba2a48e255e0ecf488e8e297bc067	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00427794	0x00427794	0x00427878	228	ad7e3d6257b791855a8cd7fe90389313dfb9496262724777900d6a4193c09b52	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00538d58
function_body	post_mspi_function_00427878	0x00427878	0x004278c8	80	7564cbb55095105d158e045e602b9765e60c6c976503911d40b4155aac0fd425	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00538e3c
function_body	post_mspi_function_004278c8	0x004278c8	0x0042790a	66	e551b7b0af10daaeae0056297928d36e9754c6cb212984e37afc0d3bb7354651	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00538e8c
function_body	post_mspi_function_0042790a	0x0042790a	0x004279be	180	74a57509503aa339dce2f40cdbff6d283585b7eac2f526c7d4939548e55baa3c	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00538ece
function_body	post_mspi_function_004279be	0x004279be	0x004279f0	50	fe6aa75bf496d31d548a672df580b21d9be19bb36a4d412b6ab08c72ed0371a8	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00538f82
function_body	post_mspi_function_004279f0	0x004279f0	0x00427a56	102	457794f4df1853b69f6e267d49376d35858cf949ea4f990881492be01e3ee359	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00538fb4
function_body	post_mspi_function_00427a56	0x00427a56	0x00427ad6	128	54f4dd9239da03fdb828d767378d1650218cb59a76e2f1cc57e628ff0bac9cd4	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0053901a
function_body	post_mspi_function_00427ad6	0x00427ad6	0x00427b38	98	7b9043e48ae0dd5f4e067a1f0884e7696abcc0bbd570b345a76391a8de201bad	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0053909a
function_body	post_mspi_function_00427b38	0x00427b38	0x00427baa	114	bf382cf043bcfbd2443bb5c687740f48d4f970d90119ce671859e6852a4e33b7	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005390fc
function_body	post_mspi_function_00427baa	0x00427baa	0x00427c12	104	ab799f96661b76eb277c61e39d8e443657951731c97b77106f64680463d67fc3	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0053916e
function_body	post_mspi_function_00427c12	0x00427c12	0x00427c80	110	dc82d59544555e204d3bd07610e56276de602047193daf61f5970ff633f3cf6e	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005391d6
mixed_gap	post_mspi_gap_00427c80	0x00427c80	0x00427c90	16	06400bbf256919b539528f0eb9b5f247f49adee63166abc1b575be7f22cb91fa	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00427c90	0x00427c90	0x00427ca0	16	da866fc4fccf0259dd93fd26bc7447b0f0335ec8275f5cd31b4849a8f6de046b	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0043a5a0,0x00577d08,0x0059f510
function_body	post_mspi_function_00427ca0	0x00427ca0	0x00427ccc	44	ba53107c41d7b78d37fea9f4c52330599640f8dab9d4be1bc94e05c8c932d234	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0043a5b0
function_body	post_mspi_function_00427ccc	0x00427ccc	0x00427cdc	16	85ee2ba6a57b18253f0503ab43d1a87345f4afd32574d6c2c51f037847868d38	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00577c3c
function_envelope	post_mspi_envelope_00427cdc	0x00427cdc	0x00427d98	188	b445746dc37bc912a67822849244ee446bea20d3aada324ef2d7c221481a1a11	typed_ambiguous_control_flow_envelope	bootloader mixed code	redistribution authority unresolved	analysis body overlapped next entry; bounded at next recovered function
function_body	post_mspi_function_00427d98	0x00427d98	0x00427da8	16	da866fc4fccf0259dd93fd26bc7447b0f0335ec8275f5cd31b4849a8f6de046b	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0043a5a0,0x00577d08,0x0059f510
function_body	post_mspi_function_00427da8	0x00427da8	0x00427dd0	40	aebed9f755ac37e7966dcec1604a58018ee6d52614adba36936aef6cae8dd358	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00577d18
function_body	post_mspi_function_00427dd0	0x00427dd0	0x00427de0	16	835331b3678ebbb1f451d5be4f41c76b348cbcabf12bcd1031cf7d774a6c5445	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00577d40
function_body	post_mspi_function_00427de0	0x00427de0	0x00427e0c	44	22bcfb42507aa000586ec161020ba803b3727262100d77b9bd55c58edb16d57e	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00577d50
function_body	post_mspi_function_00427e0c	0x00427e0c	0x00427e84	120	1330559f27095db52bb9417d2d0512f1ff54c22aea029a6ec5985a9a82184e7b	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a1e8c
mixed_gap	post_mspi_gap_00427e84	0x00427e84	0x00428378	1268	4c45a56fc061c95aa0ccaa40d9f7221a13f5285c03f0d92117e2955915b4a3b4	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00428378	0x00428378	0x004283e2	106	051e40c208a75b89a9826c46a5fcea7b9933f1de7c90f4acc01777ba1ed16866	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_004283e2	0x004283e2	0x00428a94	1714	d12c074ccf05cfb3676eec1b393c66273dc31958e5a964f9759ac5f3482c6282	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00428a94	0x00428a94	0x00428ba8	276	1e0e7ddb0036670d692a97a50f6cc821d2a2358e741b72d502e943d31bb0b351	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_00428ba8	0x00428ba8	0x00429da4	4604	45cad719f475b8bac8a2b3adca3c69554715bec61e5568b193357e7292e2e62e	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00429da4	0x00429da4	0x00429df6	82	a69ea6c52f959eba65684feebd9651d2068cdd0d91caf8eb45d74e52969c61a4	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a3e24
mixed_gap	post_mspi_gap_00429df6	0x00429df6	0x0042a036	576	5356896c4a642b416745f204071668d64c615e3aa8a1a9b0678dc7c4397b5df5	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042a036	0x0042a036	0x0042a04a	20	9c901638e2c0e882e9f92662df44aa585a49a2e160eb4f2a4c7b32b374ae7a06	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a40b6
function_body	post_mspi_function_0042a04a	0x0042a04a	0x0042a074	42	872bb30da06edc39150cbb2080d75b401d3d29f81aa1171dec54b0253666e514	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042a074	0x0042a074	0x0042a08c	24	52fa945930305b28d15cf121e35f782dc6a0adeea557af229e2a5e19a6aefdd8	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042a08c	0x0042a08c	0x0042a19c	272	d6be1f893c0f78437db76208bb71ae7bf478411acb3ec307430709cd3dfe2e67	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042a19c	0x0042a19c	0x0042a1b2	22	34664d76a6022980a70a926ac4c1108f43d33974584a9cb854f8faa59a8ebacf	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042a1b2	0x0042a1b2	0x0042a1bc	10	2c0b9f1ee904fe632795a3b99d276978bd67f7e59fbfa737bd0a93625b6b32a6	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042a1bc	0x0042a1bc	0x0042a2a4	232	8964efd235151acf974a0248acac460c57de14ed8effbb879293a54d97f6dfd0	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042a2a4	0x0042a2a4	0x0042a2b4	16	d833a8ae3f8f94a5e2f0f1dd617413d76b4af2410819b8986d6f74387a1a95e1	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042a2b4	0x0042a2b4	0x0042a43a	390	c02ca4144181ebe16c3dffc47e1bec89a89fbb832fa8bb134b38dd8bf287444f	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042a43a	0x0042a43a	0x0042a4bc	130	1075e4055c2ef66d985f8938f881a08d43a90791be3dc0b2700ff7e0074ed107	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042a4bc	0x0042a4bc	0x0042a546	138	7bc6936adbff287072bfdcdac3b453214f98f9604c11239abef5a15f63b5e9bb	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042a546	0x0042a546	0x0042a550	10	ec298525f158e90fd4eb44639f8988df27ca01abd969cfff010b7317fe29de55	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042a550	0x0042a550	0x0042a85e	782	73e2c284f4c3efc45c0cb02ad3d2d5c520c56ce136e4c185a4fbd56b815a0d87	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042a85e	0x0042a85e	0x0042abbc	862	53cd2c200ef438ad12163a98f3d66e398341c25c16e9d57ea6647852ee22a25d	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042abbc	0x0042abbc	0x0042ac4e	146	1f0bfec6f59efe752ea106db7f7b7144fcd9b0df306919a7e03a7f2d550bca2d	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042ac4e	0x0042ac4e	0x0042ac54	6	d36c0d18ad85cacb7a0b1d9fd98709c048a100ce2aa2c321b785bf7849af1c50	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042ac54	0x0042ac54	0x0042aca4	80	4c910800d808fd71ce61510588a4bbe388e62974b65a756a73913bdf27482ea4	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042aca4	0x0042aca4	0x0042ad40	156	902e7d6af4dc15f4ba0a2a5c0f132eb14f16b65e7edc5157f4ed0a68b0c6fb68	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042ad40	0x0042ad40	0x0042adb8	120	89f71050cf7850205a7a5ef9ccfb09dfadaadd5a6046355844d800589b65607d	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a0a70
function_body	post_mspi_function_0042adb8	0x0042adb8	0x0042ae24	108	7b25d7dae842d5787345a5360a32fbf21f4adadc88e216b2eaa272cc77d7feda	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a0ae8
function_body	post_mspi_function_0042ae24	0x0042ae24	0x0042ae6c	72	73da1f0b69f23d583009d5dfbc2f46007ee0f8b9f56a5c8a3b4fccd58136f538	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a0b54
function_body	post_mspi_function_0042ae6c	0x0042ae6c	0x0042ae9c	48	fbc7ca52270345ca6b251d1c8c805a06e33af456500f9b17e05cfa7743af79f8	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a0b9c
function_body	post_mspi_function_0042ae9c	0x0042ae9c	0x0042aee8	76	fb6d6ea43505c74cdadb2ec11373fdc927b01aec5e6e5a30e0d8b67bb4bc4353	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042aee8	0x0042aee8	0x0042aef0	8	8ea7827ed62dc536be5587cdd29de0a9621636fb8a3b8b3db17693f8dfa5e7ab	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042aef0	0x0042aef0	0x0042b010	288	7a54959ea8247c505df0f3139ce607b4d1fabb5d0015054b89bd44b5d79cc31b	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042b010	0x0042b010	0x0042b014	4	0c05e73c2748cbfd2e38c0afaf9cb594f78e14fefa3c24190ebc121d45dbee4f	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042b014	0x0042b014	0x0042b068	84	b3da01a94a3c08eb7eb0d7d344b6760d929296878e2dfbf9c4770373aedd3d88	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a0d44
mixed_gap	post_mspi_gap_0042b068	0x0042b068	0x0042b06c	4	07883481b5c147464597d44401db095d88c2a6b049fbbcd7b278de98a5ceeb71	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042b06c	0x0042b06c	0x0042b294	552	44271365df4592f33c91286690e4e75e328a8dd11127aa934bec2c571292c377	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042b294	0x0042b294	0x0042b69c	1032	0393f03222d8b7e8c67ed0e7ffbba640f8030dac259a909ec7dbb20846325c2b	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042b69c	0x0042b69c	0x0042b6b8	28	5d110af938e44cb32707b50c0b09864f1018fe9fa63d4769155462eb3a5d0d8e	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
