# LOW-confidence lib module function upgrades
# Format: address	old_name	new_name	module	confidence	evidence
#
# === C STANDARD LIBRARY ===
0x005137a8	lib_page_callee_37a8	FT_List_Remove	lvgl.lv_freetype	HIGH	unlinks node from doubly-linked list; updates prev/next/head/tail
0x005137cc	lib_page_callee_37cc	FT_List_Iterate	lvgl.lv_freetype	HIGH	iterates list calling callback(node, data); stops on non-zero return
0x005137fc	lib_page_callee_37fc	FT_List_Finalize	lvgl.lv_freetype	HIGH	destroys all list nodes: iterate + callback + ft_mem_free each + clear head/tail
#
# === FREETYPE 2 — MATH ===
0x0050e972	lib_callee_e972	FT_RoundFix	lvgl.lv_freetype	HIGH	(x + 0x8000) & 0xFFFF0000 with sign handling; FreeType 16.16 round
0x0050ec4a	lib_callee_ec4a	FT_Matrix_Invert	lvgl.lv_freetype	HIGH	4-element matrix invert using FT_MulFix + FT_DivFix on xx,xy,yx,yy
0x0050eca4	lib_callee_eca4	FT_Matrix_Multiply	lvgl.lv_freetype	HIGH	2x2 matrix multiply: 8 calls to FT_MulDiv on matrix elements
0x0050ed32	lib_callee_ed32	FT_Vector_Transform	lvgl.lv_freetype	HIGH	2x1 vector * 2x2 matrix: 4 calls to FT_MulDiv; standard transform
0x0050ef5a	lib_callee_ef5a	ft_conic_is_small_enough	lvgl.lv_freetype	HIGH	Bezier flatness test: computes approximate lengths of 3 segments, checks ratio
0x0050e9c0	lib_helper_0050e9ce_wrapper	ft_multo64_wrapper	lvgl.lv_freetype	MEDIUM	thin wrapper calling umul32x32_to_64
#
# === FREETYPE 2 — GLYPH LOADER ===
0x0050f02c	lib_callee_f02c	FT_GlyphLoader_Reset	lvgl.lv_freetype	HIGH	zeroes n_points/n_contours/n_subglyphs and recomputes current pointers
0x0050f148	lib_callee_f148	FT_GlyphLoader_Rewind	lvgl.lv_freetype	MEDIUM	recomputes cursor: n_contours*0x20 + n_points (internal offset calc)
0x0050f28c	lib_callee_f28c	FT_GlyphLoader_CheckPoints	lvgl.lv_freetype	HIGH	checks if outline has room, reallocs via ft_mem_qrealloc if needed
0x0050f2dc	lib_callee_f2dc	FT_GlyphLoader_Prepare	lvgl.lv_freetype	MEDIUM	zeroes counters and calls two sub-init functions; loader prepare
0x0050f2fe	lib_callee_f2fe	FT_GlyphLoader_CheckSubGlyphs	lvgl.lv_freetype	MEDIUM	similar to CheckPoints but for subglyph array; realloc path
0x0050f41a	lib_callee_f41a	FT_GlyphLoader_CopyPoints	lvgl.lv_freetype	MEDIUM	copies point/tag/contour data between loader slots
0x0050f4ae	lib_callee_f4ae	FT_GlyphLoader_Done	lvgl.lv_freetype	HIGH	calls close callback + ft_mem_free on loader; unlinks from face size list
0x0050f80a	lib_callee_f80a	FT_GlyphLoader_CreateExtra	lvgl.lv_freetype	MEDIUM	allocates extra glyph data arrays (origins) for glyph loader
#
# === FREETYPE 2 — STREAM ===
0x00512d3c	lib_callee_2d3c	FT_Stream_Open	lvgl.lv_freetype	HIGH	initializes stream fields: base, size, cursor, limit, close=0; 7-field init
0x00512d52	lib_callee_2d52	FT_Stream_Close	lvgl.lv_freetype	HIGH	calls stream->close callback if non-NULL
0x00512d98	lib_callee_2d98	FT_Stream_Skip	lvgl.lv_freetype	HIGH	offset<0 returns error 0x55, else calls FT_Stream_Seek(pos+offset)
#
# === FREETYPE 2 — MODULE/LIBRARY ===
0x0051183c	lib_callee_183c	FT_Find_Module	lvgl.lv_freetype	HIGH	iterates library->modules comparing interface->name via strcmp
0x0050fd2c	lib_callee_fd2c	FT_Done_Face	lvgl.lv_freetype	HIGH	destroys face: close callback, free sizes, finalize charmaps, free memory
0x0050fe42	lib_callee_fe42	FT_Open_Face_Internal	lvgl.lv_freetype	MEDIUM	face opening worker: reads driver, allocates face, loads tables
0x0050fcf2	lib_callee_fcf2	FT_Done_Face_Charmaps	lvgl.lv_freetype	HIGH	frees charmap array: iterates charmaps calling destroy + ft_mem_free
0x0050f878	lib_callee_f878	FT_Done_Size_Internal	lvgl.lv_freetype	HIGH	unlinks size from face->sizes list, calls done callback, frees
0x0050fdce	lib_page_callee_fdce	FT_Face_SetDefaultCharmap	lvgl.lv_freetype	HIGH	searches charmaps for Unicode (platform 3/encoding 10 or 0/4)
0x0050ffa4	lib_callee_ffa4	FT_Add_Module	lvgl.lv_freetype	MEDIUM	adds module to library; calls module_init
#
# === FREETYPE 2 — OUTLINE ===
0x00511e10	lib_callee_1e10	FT_Outline_Check	lvgl.lv_freetype	HIGH	validates contour indices are monotonically increasing and within n_points
0x00511e64	module_callee_00439BE4_1e64	FT_Outline_Copy	lvgl.lv_freetype	HIGH	copies points (n*8), tags (n), contours; validates same n_points/n_contours
0x00511f52	lib_callee_1f52	FT_Outline_Get_BBox	lvgl.lv_freetype	HIGH	iterates all outline points to compute min/max x/y bounding box
0x00511fb2	lib_callee_1fb2	FT_Outline_Translate	lvgl.lv_freetype	HIGH	adds dx,dy to all n_points points in outline
0x00511fe4	lib_callee_1fe4	FT_Vector_Transform_2x2	lvgl.lv_freetype	HIGH	2x2 matrix transform: x=xx*fx+xy*fy, y=yx*fx+yy*fy via FT_MulFix
0x00512024	lib_callee_2024	FT_Outline_Transform	lvgl.lv_freetype	HIGH	applies FT_Vector_Transform to all n_points points
#
# === FREETYPE 2 — CACHE ===
0x00512978	lib_callee_2978	FTC_Node_is_hashed	lvgl.lv_freetype	MEDIUM	checks hash type (3 or 4 from lookup table) returns boolean
0x00512962	lib_callee_2962	FTC_Manager_GetModuleIndex	lvgl.lv_freetype	MEDIUM	lookup table at DAT_00512b98; returns char at offset+4 or -2 if index>=9
0x0051298c	lib_page_callee_298c	FTC_SBitCache_Lookup	lvgl.lv_freetype	MEDIUM	cache lookup: null-checks, calls FTC_Cache_Lookup; returns error 0x51 on null
0x005129a8	lib_page_callee_29a8	FTC_ImageCache_Lookup	lvgl.lv_freetype	MEDIUM	same pattern as SBitCache_Lookup; different cache type
0x005129c4	lib_page_callee_29c4	FTC_CMapCache_Lookup	lvgl.lv_freetype	MEDIUM	looks up charmap in cache; creates new entry via FTC_Cache_NewNode if miss
0x00512a02	lib_page_callee_2a02	FTC_Manager_LookupFace	lvgl.lv_freetype	MEDIUM	face ID hash lookup + alloc face node via ft_mem_qalloc
0x00512a58	lib_page_callee_2a58	FTC_Manager_LookupSize	lvgl.lv_freetype	MEDIUM	size request lookup in cache
0x00512ab0	lib_page_callee_2ab0	FTC_Cache_Init	lvgl.lv_freetype	MEDIUM	cache init: zero-fills, stores memory pointer
0x00512ad4	lib_page_callee_2ad4	FTC_Cache_Done	lvgl.lv_freetype	MEDIUM	cache destructor: clears all nodes, frees hash buckets
0x00512af8	lib_page_callee_2af8	FTC_Cache_NewNode	lvgl.lv_freetype	MEDIUM	allocates new cache node; handles eviction if needed
0x00512b36	lib_page_callee_2b36	FTC_Cache_Lookup	lvgl.lv_freetype	MEDIUM	hash table lookup with chaining; returns node or creates new
0x00512ba4	lib_page_callee_2ba4	FTC_Cache_RemoveNode	lvgl.lv_freetype	MEDIUM	removes node from hash chain + frees
0x00512c86	lib_page_callee_2c86	FTC_Manager_RegisterCache	lvgl.lv_freetype	MEDIUM	registers cache in manager; calls cache init
0x00512cc6	lib_page_callee_2cc6	FTC_Manager_New	lvgl.lv_freetype	MEDIUM	creates new cache manager; allocates via ft_mem_qalloc
#
# === FREETYPE 2 — GLYPH METRICS / SFNT ===
0x0050efe8	lib_callee_efe8	FT_Get_Renderer	lvgl.lv_freetype	MEDIUM	looks up renderer by glyph format via module interface table at offset+0x60
0x0050f00c	lib_page_callee_f00c	FT_New_Size	lvgl.lv_freetype	MEDIUM	allocates size object (0x60 bytes) via ft_mem_qalloc, links to face
0x0050f0a2	lib_callee_f0a2	FT_GlyphLoader_New	lvgl.lv_freetype	MEDIUM	allocates new glyph loader structure
0x0050f0be	lib_page_callee_f0be	FT_GlyphLoader_Adjust_Points	lvgl.lv_freetype	HIGH	recomputes current outline pointers from base + offset counts
0x0050f10c	lib_page_callee_f10c	FT_GlyphLoader_Alloc_Extra	lvgl.lv_freetype	MEDIUM	allocates extra origin arrays for outline (ft_mem_qrealloc with size*2)
0x0050f15a	lib_page_callee_f15a	FT_GlyphLoader_Grow_Points	lvgl.lv_freetype	MEDIUM	grows point/tag/contour arrays; ft_mem_qrealloc with overflow check
0x0050f34a	lib_callee_f34a	FT_GlyphLoader_Add	lvgl.lv_freetype	MEDIUM	increments base counts by current counts; adjusts pointers
0x0050f39c	lib_callee_f39c	FT_GlyphLoader_Sub_Init	lvgl.lv_freetype	MEDIUM	initializes sub-glyph loading state
0x0050f3c8	lib_page_callee_f3c8	FT_Set_Char_Size	lvgl.lv_freetype	MEDIUM	sets character size; converts char_width/height to request
0x0050f3f4	lib_page_callee_f3f4	FT_Stream_OpenFrame	lvgl.lv_freetype	MEDIUM	opens stream frame for reading (sets cursor/limit)
0x0050f408	lib_propagated_00538650_wrapper	FT_Stream_CloseFrame	lvgl.lv_freetype	MEDIUM	closes stream frame (resets cursor/limit)
0x0050f526	lib_page_callee_f526	FT_Request_Size	lvgl.lv_freetype	MEDIUM	size request processor; calls driver->request_size
0x0050f6e0	lib_page_callee_f6e0	FT_Select_Size	lvgl.lv_freetype	MEDIUM	selects bitmap strike by index
0x0050f6f0	lib_page_callee_f6f0	FT_Match_Size	lvgl.lv_freetype	MEDIUM	finds best matching bitmap strike for requested size
0x0050f740	lib_page_callee_f740	FT_Set_Transform	lvgl.lv_freetype	MEDIUM	sets face transform matrix; stores copy or identity if NULL
0x0050f7b8	lib_callee_f7b8	FT_Done_GlyphSlot	lvgl.lv_freetype	MEDIUM	frees glyph slot resources (internal arrays)
0x0050f048	lib_page_callee_f048	FT_GlyphLoader_Prepare_Sub	lvgl.lv_freetype	MEDIUM	prepares sub-glyph loader state
0x0050ff62	lib_page_callee_ff62	FT_Get_Module_Interface	lvgl.lv_freetype	MEDIUM	finds module by name, returns interface pointer
0x0050ff86	lib_page_callee_ff86	FT_Get_TrueType_Engine_Type	lvgl.lv_freetype	MEDIUM	returns truetype engine type from library->modules
#
# === FREETYPE 2 — TRUETYPE DRIVER ===
0x005b8b52	lib_callee_8b52	tt_face_get_location	lvgl.lv_freetype	HIGH	loca table lookup: gets glyph offset from face->glyph_locations array
0x005b8b96	lib_callee_8b96	tt_face_load_glyph_header	lvgl.lv_freetype	HIGH	reads glyph header: checks format flag, calls stream read, extracts bounds
0x005b8bf2	lib_callee_8bf2	tt_face_load_glyph_data	lvgl.lv_freetype	MEDIUM	reads glyph data via face->access_glyph_frame callback
0x005b8c08	lib_callee_8c08	tt_face_get_metrics	lvgl.lv_freetype	HIGH	gets horizontal/vertical metrics: reads from hmtx/vmtx tables or var table
0x005b8c68	lib_callee_8c68	tt_face_get_device_metrics	lvgl.lv_freetype	MEDIUM	device-specific metrics via hdmx/HVAR callback
0x005b8c9a	lib_callee_8c9a	tt_face_get_advance	lvgl.lv_freetype	HIGH	reads advance width from hmtx table with format-specific handling
0x005b8d28	lib_callee_8d28	tt_face_get_upem_x	lvgl.lv_freetype	HIGH	returns face->header->units_per_EM << 16; single field read
0x005b8d34	lib_callee_8d34	tt_face_get_upem_y	lvgl.lv_freetype	HIGH	returns face->header->units_per_EM_y << 16; single field read
0x005b8d62	lib_callee_8d62	tt_face_load_composite_glyph	lvgl.lv_freetype	MEDIUM	reads composite glyph: parses component flags, offsets, transforms
0x005b8e78	lib_callee_8e78	tt_face_load_glyph	lvgl.lv_freetype	MEDIUM	main glyph load: header + simple/composite dispatch + metrics
0x005b8f24	lib_callee_8f24	tt_glyph_load	lvgl.lv_freetype	MEDIUM	top-level TT glyph loader: calls tt_face_load_glyph + post-process
#
# === FREETYPE 2 — TRUETYPE ACCESSORS (tiny) ===
0x005b8d28	lib_callee_8d28	tt_face_get_upem_x	lvgl.lv_freetype	HIGH	single-field accessor: *(face+0x218)->+0x21c << 16
0x005b8d34	lib_callee_8d34	tt_face_get_upem_y	lvgl.lv_freetype	HIGH	single-field accessor: *(face+0x218)->+0x220 << 16
0x005b8e88	lib_page_callee_8e88	tt_slot_clear	lvgl.lv_freetype	MEDIUM	clears glyph slot fields (accessor pattern)
0x005b8e9a	lib_callee_8e9a	tt_loader_set_pp	lvgl.lv_freetype	MEDIUM	sets phantom points in TT loader
0x005b8ea6	lib_page_callee_8ea6	tt_loader_compute_pp	lvgl.lv_freetype	MEDIUM	computes phantom points from metrics
0x005b8eb8	lib_page_callee_8eb8	tt_slot_init	lvgl.lv_freetype	MEDIUM	initializes glyph slot fields
0x005b8eca	lib_page_callee_8eca	tt_slot_done	lvgl.lv_freetype	MEDIUM	destroys glyph slot
0x005b8ee2	lib_page_callee_8ee2	tt_face_init_hook	lvgl.lv_freetype	MEDIUM	face init callback for TT driver
0x005b8f1e	lib_page_callee_8f1e	tt_face_done_hook	lvgl.lv_freetype	MEDIUM	face done callback for TT driver
0x005b8f22	lib_callee_8f22	tt_size_init	lvgl.lv_freetype	MEDIUM	size init callback for TT driver
0x005b8e68	am_util_string_memset_wrapper_8e68	tt_face_done_cleanup	lvgl.lv_freetype	MEDIUM	TT face cleanup; memset wrapper reassigned
#
# === FREETYPE 2 — TRUETYPE HINTING (IUP / CVT) ===
0x005d04c8	lib_callee_04c8	tt_iup_worker_shift	lvgl.lv_freetype	HIGH	IUP shift: adds delta to all points in range; operates on x,y pairs
0x005d0542	lib_callee_0542	tt_iup_worker_interpolate	lvgl.lv_freetype	HIGH	IUP interpolate: linear interpolation between touched points using FT_MulFix
0x005d0610	lib_callee_0610	tt_iup_worker	lvgl.lv_freetype	HIGH	IUP main: walks contours finding touched points, calls shift/interpolate
0x005d0fbc	lib_callee_0fbc	tt_size_set_cvt_entry	lvgl.lv_freetype	HIGH	writes to CVT table at index*8+0x1b8 offset
0x005d1050	lib_callee_1050	tt_size_init_alloc	lvgl.lv_freetype	HIGH	allocates CVT/storage arrays via ft_mem_qrealloc; size init worker
0x005d0fe8	lib_callee_0fe8	tt_size_done_internal	lvgl.lv_freetype	HIGH	frees CVT/storage/twilight zone arrays via ft_mem_free; size cleanup
0x005bc7d2	lib_callee_c7d2	tt_exec_set_cvt	lvgl.lv_freetype	HIGH	TT interpreter: stores value at CVT[index] with bounds check (error 0x82)
0x005bc800	lib_callee_c800	tt_exec_pop_stack	lvgl.lv_freetype	HIGH	TT interpreter: pops N values from stack; adjusts SP (error 0xA1 on underflow)
0x005bc826	lib_callee_c826	tt_exec_move_points	lvgl.lv_freetype	HIGH	TT interpreter: moves outline points with rounding; uses freedom/projection vectors
0x005bc9f8	lib_callee_c9f8	tt_exec_instruction_dispatch	lvgl.lv_freetype	MEDIUM	TT bytecode interpreter: large switch/dispatch on instruction opcode
0x005bcb74	lib_callee_cb74	tt_exec_run_instructions	lvgl.lv_freetype	MEDIUM	runs TT instruction stream: init + dispatch loop
0x005bcbd0	lib_callee_cbd0	tt_exec_context_init	lvgl.lv_freetype	MEDIUM	initializes execution context for TT interpreter
0x005bcffe	lib_callee_cffe	tt_exec_context_done	lvgl.lv_freetype	MEDIUM	destroys TT execution context; frees all allocated arrays
0x005bc958	lib_callee_c958	tt_exec_get_cvt	lvgl.lv_freetype	MEDIUM	reads CVT value at index with bounds check
0x005bc9be	lib_callee_c9be	tt_exec_compute_point_displacement	lvgl.lv_freetype	MEDIUM	computes displacement vector for point movement in TT interpreter
0x005bc8d8	lib_callee_c8d8	tt_exec_normalize_vector	lvgl.lv_freetype	MEDIUM	normalizes 2D vector (freedom/projection) in TT interpreter
0x005bc8fa	lib_callee_c8fa	tt_exec_set_projection	lvgl.lv_freetype	MEDIUM	sets projection vector in TT exec context
0x005bc93a	lib_callee_c93a	tt_exec_set_freedom	lvgl.lv_freetype	MEDIUM	sets freedom vector in TT exec context
0x005bcadc	lib_callee_cadc	tt_exec_move_zone_point	lvgl.lv_freetype	MEDIUM	moves single point in twilight zone
0x005bce22	lib_callee_ce22	tt_exec_compute_funcs	lvgl.lv_freetype	MEDIUM	recomputes projection/freedom dot product and move function
0x005bcf76	lib_callee_cf76	tt_exec_load_context	lvgl.lv_freetype	MEDIUM	loads execution context from size/glyph zone
0x005bd036	lib_callee_d036	tt_exec_save_context	lvgl.lv_freetype	MEDIUM	saves execution context back to size/glyph zone
0x005bd64e	lib_callee_d64e	tt_exec_ins_handler	lvgl.lv_freetype	MEDIUM	sub-handler for specific TT instruction group
0x005bdc6e	lib_callee_dc6e	tt_exec_deltap_handler	lvgl.lv_freetype	MEDIUM	DELTAP instruction handler: applies delta hints to points
#
# === FREETYPE 2 — SFNT TABLE HANDLERS ===
0x005c410e	lib_page_callee_410e	sfnt_table_load	lvgl.lv_freetype	MEDIUM	calls driver->load_table via vtable at face+0x220 offset+4
0x005c412c	lib_page_callee_412c	sfnt_table_free	lvgl.lv_freetype	MEDIUM	frees table data via ft_mem_free; clears pointer and length
0x005c4144	lib_page_callee_4144	sfnt_table_init	lvgl.lv_freetype	MEDIUM	calls driver->init_table via vtable at face+0x220 offset+8
0x005c4152	lib_page_callee_4152	sfnt_table_done	lvgl.lv_freetype	MEDIUM	calls driver->done_table via vtable at face+0x220 offset+0xC
0x005c4628	lib_page_callee_4628	sfnt_load_face_init	lvgl.lv_freetype	MEDIUM	SFNT face init: parses table directory, validates entries
0x005c4652	lib_page_callee_4652	sfnt_load_face_tables	lvgl.lv_freetype	MEDIUM	loads required SFNT tables (head, maxp, etc.)
0x005c49a4	lib_page_callee_49a4	sfnt_glyph_name_lookup	lvgl.lv_freetype	MEDIUM	post table glyph name lookup
0x005c49d4	lib_page_callee_49d4	sfnt_glyph_name_getter	lvgl.lv_freetype	MEDIUM	gets glyph name from post table
0x005c49e0	lib_page_callee_49e0	sfnt_get_glyph_name	lvgl.lv_freetype	MEDIUM	public API: returns glyph name string
0x005c49ec	lib_page_callee_49ec	sfnt_get_name_index	lvgl.lv_freetype	MEDIUM	looks up glyph index from name
0x005c542a	lib_callee_542a	tt_cmap_load_format_2	lvgl.lv_freetype	MEDIUM	loads format-2 (high-byte mapping) charmap table
0x005c54d2	lib_callee_54d2	tt_cmap_load	lvgl.lv_freetype	MEDIUM	main cmap loader: dispatches on format (0x20000 / 0x25000)
0x005c55de	lib_callee_55de	tt_cmap_char_index	lvgl.lv_freetype	MEDIUM	character-to-glyph lookup for loaded TT cmap
#
# === FREETYPE 2 — FACE LOADING / METRICS ===
0x005cc0c2	lib_page_callee_c0c2	tt_face_get_horz_metrics	lvgl.lv_freetype	MEDIUM	reads horizontal metrics via vtable at face->driver offset+0x70
0x005cc0d6	lib_page_callee_c0d6	tt_face_get_vertical_origin	lvgl.lv_freetype	HIGH	computes vertical origin from v-metrics or hmtx tables; handles tsb flag
0x005cc15e	lib_page_callee_c15e	tt_loader_init	lvgl.lv_freetype	MEDIUM	initializes TT glyph loader: get metrics, seek stream, setup bbox
0x005cc1f4	lib_callee_c1f4	tt_loader_apply_variations	lvgl.lv_freetype	MEDIUM	applies font variations to glyph metrics via HVAR/hdmx callback
0x005cc278	lib_callee_005cc278	tt_loader_done	lvgl.lv_freetype	MEDIUM	closes stream frame via FT_Stream_Seek; cleanup
0x005cc884	lib_callee_c884	tt_face_load_name_table_entry	lvgl.lv_freetype	MEDIUM	loads single entry from name table (platform/encoding/name ID match)
0x005cc8c0	lib_callee_c8c0	tt_face_load_name_table	lvgl.lv_freetype	MEDIUM	loads full name table; allocates name records array
0x005cd07e	lib_callee_d07e	tt_face_load_maxp	lvgl.lv_freetype	MEDIUM	loads maxp table: max points/contours/zones/storage
0x005cda5a	lib_callee_da5a	tt_face_load_prep	lvgl.lv_freetype	MEDIUM	loads 'prep' (pre-program) table for TT hinting
0x005cf3de	lib_callee_f3de	ft_var_load_gvar	lvgl.lv_freetype	MEDIUM	loads gvar (glyph variation) table
0x005cf50e	lib_callee_f50e	ft_var_load_avar	lvgl.lv_freetype	MEDIUM	loads avar (axis variation) table; segment maps
0x005d0e56	lib_callee_005d0e56	tt_face_vary_cvt	lvgl.lv_freetype	MEDIUM	applies variation deltas to CVT table
#
# === FREETYPE 2 — RENDERING ===
0x005be108	lib_page_callee_e108	ft_smooth_render_generic	lvgl.lv_freetype	MEDIUM	smooth rasterizer: render setup + band splitting
0x005be27c	lib_page_callee_e27c	ft_raster_render	lvgl.lv_freetype	MEDIUM	rasterizer render function
0x005be2d8	lib_page_callee_e2d8	ft_raster_worker_init	lvgl.lv_freetype	MEDIUM	initializes raster worker context
0x005be344	lib_page_callee_e344	ft_raster_set_cell	lvgl.lv_freetype	MEDIUM	sets current cell in rasterizer grid
0x005be35e	lib_page_callee_e35e	ft_raster_start_cell	lvgl.lv_freetype	MEDIUM	starts new cell for rasterization
0x005be394	lib_page_callee_e394	ft_raster_record_cell	lvgl.lv_freetype	MEDIUM	records completed cell coverage/area
0x005be3d6	lib_page_callee_e3d6	ft_raster_render_line	lvgl.lv_freetype	MEDIUM	rasterizes a line segment
0x005be3f4	lib_page_callee_e3f4	ft_raster_render_scanline	lvgl.lv_freetype	MEDIUM	renders single scanline of coverage data
0x005be434	lib_page_callee_e434	ft_raster_render_hline	lvgl.lv_freetype	MEDIUM	horizontal line rasterizer
0x005be452	lib_page_callee_e452	ft_raster_conic_to	lvgl.lv_freetype	MEDIUM	rasterizes conic (quadratic) Bezier curve
0x005be472	lib_page_callee_e472	ft_raster_cubic_to	lvgl.lv_freetype	MEDIUM	rasterizes cubic Bezier curve
0x005be4aa	lib_page_callee_e4aa	ft_raster_line_to	lvgl.lv_freetype	MEDIUM	rasterizes line segment (move_to + render_line)
