address	old_name	new_name	module	confidence	evidence
0x004cfc9c	ble_callee_fc9c	am_hal_iom_set_callbacks	hal.iom	MEDIUM	# stores 2 callbacks at global+0/+12 based on param1==4 — IOM callback registration
0x004d0c6c	ble_callee_0c6c	attsFindInRange	ble.att	HIGH	# iterates ATT DB groups, finds attributes in handle range, calls ATT_handler_3 per match — ATT find in handle range
0x004d0d1c	ble_callee_0d1c	attsFindNextServiceChanged	ble.att	HIGH	# walks ATT DB groups, finds next service-changed attribute via ATT_handler_3 probes — ATT service changed find
0x004d1c88	ble_callee_1c88	L2cCocSetCallback_8	ble.l2c	MEDIUM	# sets callback at L2C control block + 8 — L2CAP COC callback setter (offset 8)
0x004d1c8e	ble_callee_1c8e	L2cCocSetCallback_C	ble.l2c	MEDIUM	# sets callback at L2C control block + 0xC — L2CAP COC callback setter (offset 0xC)
0x004d1c94	ble_callee_1c94	L2cCocSetCallbacks_10_14	ble.l2c	MEDIUM	# sets 2 callbacks at L2C control block + 0x10/0x14 — L2CAP COC callback setters (offsets 0x10/0x14)
0x004d224a	ble_callee_224a	attcDiscInit	ble.att	MEDIUM	# clears discovery state: zero 3 entries (stride=0x1C), zero 6 handle entries, sets defaults (0x1B, 0xE, 0xD), calls HciCoreInitWrapper — ATT client discovery init
0x004d231e	ble_callee_231e	L2cSetFeatureFlags	ble.l2c	MEDIUM	# sets or clears feature flag bits in global pair based on param3 — L2CAP feature flag control
0x004da09c	ble_callee_a09c	am_hal_ble_smp_irq_init	drv.em9305	MEDIUM	# NVIC SetPriority for IRQ 0x5D (BLE) and 0x8A with configured priority — BLE SMP interrupt init
0x004da232	ble_callee_a232	am_hal_ble_deinit	drv.em9305	MEDIUM	# validates module<9, disables IOM, powers down, deinitializes handle — BLE HAL deinit sequence
0x004db1ee	ble_callee_b1ee	am_hal_ble_irq_0x88_config	drv.em9305	MEDIUM	# configures NVIC IRQ 0x88 as enabled (param!=0) or disabled (param==0) — BLE secondary IRQ configuration
0x004dec0a	ble_callee_ec0a	attsCccSetValue	ble.att	MEDIUM	# gets CCC table via attsCccGetTbl, writes param3 at index*2 — CCC value setter by index
0x004dec5c	ble_callee_ec5c	attsCccGetNumIdx	ble.att	MEDIUM	# returns byte at (global+0x14) — CCC number of indices getter
0x004def04	ble_callee_ef04	dmConnSetPeerAddrType	ble.dm	MEDIUM	# stores param to global — DM connection peer address type setter
0x004dfcc4	ble_callee_fcc4	ring_buffer_write	util.ringbuf	MEDIUM	# calculates total=item_size*count, WsfCsEnter, circular write with modular index, WsfCsExit — ring buffer write
0x004dfd22	ble_callee_fd22	ring_buffer_read	util.ringbuf	MEDIUM	# calculates total=item_size*count, WsfCsEnter, circular read with modular index, WsfCsExit — ring buffer read
0x004e353c	APP_neighbor_0049db7c_wrapper	appSlaveEvtHubDispatch	app	MEDIUM	# calls APP_neighbor_0049db7c(*param2), clears flag, clears +0x9C — EvenHub page dispatch on slave
0x004e3556	ble_callee_3556	appSlaveConnOpenInit	app.slave	MEDIUM	# clears conn fields 5-8, calls APP_callee_316c with config byte — slave connection open initialization
0x004e357c	ble_callee_357c	appSlaveSecRecordReset	app.slave	MEDIUM	# if *param2 != 0: calls SmpDbRecordResetIfIdle — SMP DB record reset on disconnect
0x004e358c	ble_callee_358c	appSlaveSecReqCheck	app.slave	MEDIUM	# calls DM_fn7_wrapper: if 0 and config==0 and field8==0: enable; else: disable — slave security request check
0x004e35d8	ble_callee_35d8	appSlaveDisconnGetAddrType_master	app.slave	MEDIUM	# same as 0x00496de0: gets addr type on disconnect — master-leg disconnect addr type save
0x004e35ec	ble_callee_35ec	appSlaveSecMarkBonded_master	app.slave	MEDIUM	# same as 0x00496df4: marks SMP record as bonded — master-leg bonded flag set
0x004e360a	ble_callee_360a	appSlaveSecClearBonded_master	app.slave	MEDIUM	# same as 0x00496e12: clears bonded flag — master-leg bonded flag clear
0x004e3624	ble_callee_3624	appSlaveSecStoreKey_master	app.slave	MEDIUM	# same as 0x00496c98: stores key via appSmpDbStoreKey — master-leg key storage
0x004e3646	ble_callee_3646	appSlaveSecComplete_master	app.slave	MEDIUM	# marks complete, calls appSmpDbRecordComplete + APP_evenai_page_handler, clears field — master-leg pairing complete
0x004e3678	ble_callee_3678	appSlaveSecAddrResolved_master	app.slave	MEDIUM	# clears field8, calls dmConnSendDataLenEvent — master-leg address resolution complete
0x004e3890	ble_callee_3890	appSlaveAdvConfigAddr	app.slave	MEDIUM	# configures advertising address: if mode 0: copies 4 shorts to buffer; if mode 1: uses type 0x11 — adv address config
0x004e38e2	ble_callee_38e2	appSlaveConnInit	app.slave	MEDIUM	# clears state flag 0x9C/0x9D, stores default adv data pointer — slave connection state init
0x004e3ea4	ble_callee_3ea4	appSlaveSecAddrExchange	app.slave	MEDIUM	# finds record, exchanges address via UART or BLE depending on mode — slave address exchange during pairing
0x004e3fc4	module_callee_004DEEB6	appSlaveStartSync	app.slave	MEDIUM	# gets slave config, configures UART baudrate, starts slave_sync_thread — slave sync thread launcher
0x004e42d4	ble_callee_42d4	appSlaveHandleMtuExchange	app.slave	MEDIUM	# if event.type==0x12: gets slave config, calls APP_callee_3fa8 — MTU exchange handler
0x004e432e	ble_callee_432e	AttsSetCccValueCbackInit	ble.att	MEDIUM	# wraps AttsSetCccValueCback(global_table) — CCC value callback initialization
0x004e43d6	ble_callee_43d6	AppDiscGetConnConfig	ble.disc	MEDIUM	# returns global DAT_004e4444 — discovery connection configuration getter
0x004e43da	ble_callee_43da	DmSecSendCancelOrPairing	ble.dm	MEDIUM	# WsfMsgAlloc(0x16): if param2==0: SmpScGetCancelMsgWithReattempt; else type=0x16; DmSecMsgSendToSmp — sec cancel or pairing
0x004e4412	ble_callee_4412	smpCalcConfirmValue	ble.smp	MEDIUM	# reads 4 bytes big-endian, computes modular remainder — SMP confirm value calculation
0x004e4454	ble_callee_4454	AppDiscInit	ble.disc	HIGH	# stores connId + discovery UUIDs/tables + pointer chain to service handles — ATT client discovery initialization
0x004e531a	ble_callee_531a	SmpScRandFill	ble.smp	HIGH	# copies random bytes from circular buffer (stride 0x3A offset), calls HciLeRandCmd per 8-byte block — SMP SC random data fill
0x004e537a	ble_neighbor_004e537a	SmpScEncryptStart	ble.smp	HIGH	# WStrReverseCpy 2x16 bytes + WsfSetEvent + HciLeEncryptCmd — SMP SC encrypt command initiation
0x004e53c8	ble_callee_53c8	smpScGetNextTransId	ble.smp	MEDIUM	# increments transaction counter, skips 0xFF — SMP SC transaction ID allocator
0x004e53f2	ble_callee_53f2	SmpScEncryptReq	ble.smp	HIGH	# WsfMsgAlloc(0x38) + smpScGetNextTransId + WsfSetEvent + HciLeEncryptCmd — SMP SC encrypt request
0x004e54d2	ble_callee_54d2	SmpScReadDefDataLenReq	ble.smp	HIGH	# WsfMsgAlloc(0x9C) + sets type=2, opcode=param3 + WsfSetEvent + HciLeReadDefDataLen — SMP SC read default data len
0x004e5d7c	ble_callee_5d7c	dmSecInit	ble.dm	MEDIUM	# stores callback pointer at global+0x1C, zeros 3 security flags — DM security module init
0x004e7104	ble_callee_7104	smpScSetActionHandlers	ble.smp	MEDIUM	# stores 3 handler pointers at global+0xE8/0xF0/0xF4 — SMP SC action handler registration
