# elog __FUNCTION__ corrections (single-name-per-function)
# address	current_name	elog_name	module	current_conf	elog_call_count
0x00459f12	elog_display_view_init	page_manager_init	elog	HIGH	2
0x0045a180	elog_display_widget_create	page_manager_register	elog	HIGH	2
0x0045a6a8	system_invalidate_active	page_manager_container_event_cb	system	HIGH	1
0x0045abde	page_mgr_handler	PageManager_SetAnimationMode	page.mgr	HIGH	1
0x0045af3a	pb_menu_rx_app_list	menu_lock_data	pb.menu	HIGH	1
0x0045af96	pb_menu_rx_app_select	menu_unlock_data	pb.menu	HIGH	1
0x0045b120	pb_menu_rx_default	resume_menu_anim_time	pb.menu	HIGH	2
0x0045b26e	pb_service_menu_handler	menu_response_info_cmd	pb.menu	HIGH	1
0x0045b32c	pb_menu_encode_response	MenuConfigureValueSaveToFlash	pb.menu	HIGH	2
0x0045b3c6	menu_item_list_encode	menu_build_info_cmd	pb.menu	HIGH	1
0x0045b50c	menu_rx_decoder	Menu_common_data_handler	pb.menu	HIGH	13
0x0045bc3c	pb_menu_state_access	calculate_scroll_position_for_item	pb.menu	HIGH	1
0x0045bcf8	pb_menu_data_access	scroll_anim_complete_cb	pb.menu	HIGH	2
0x0045be9a	lv_helper_lv_obj_get_scroll_y_be9a	rubber_band_anim_complete_cb	menu	HIGH	3
0x0045c0ae	menu_page_poll_input	focus_change_anim_ready_cb	menu.page	HIGH	2
0x0045c254	menu_page_scroll_animate	trigger_rubber_band_effect	menu.page	HIGH	3
0x0045c4f8	menu_page_navigate_to	menu_inject_event	menu.page	HIGH	20
0x0045cfd8	menu_page_select_item	menu_inject_event_absolute	menu.page	HIGH	5
0x0045d2e4	menu_page_find_item_index	menu_find_item_by_name	menu.page	HIGH	3
0x0045d494	menu_page_set_focused_item	menu_jump_to_item_instant	menu.page	HIGH	5
0x0045e63c	conversate_sync_probe_display	_private_getCurrentRoleStatus	conversate.fsm	HIGH	3
0x0045e794	conversate_sync_recv_render	_userDataHandlerCb	conversate.fsm	HIGH	1
0x0045e7f0	conversate_sync_send_text	SendUserDataToThreadPool	conversate.fsm	HIGH	2
0x0045e8cc	conversate_sync_recv_deregister	_AsyncStartUPApplicationDataHandlerCb	conversate.fsm	HIGH	2
0x0045e9b0	conversate_schedule_task	AsyncRequestDisplayStartUp	conversate.fsm	HIGH	2
0x0045eaa6	conversate_sync_recv_relay	_AsyncReflashApplicationDataHandlerCb	conversate.fsm	HIGH	2
0x0045eb8a	conversate_sync_send_tagged	AsyncRequestDisplayReflash	conversate.fsm	HIGH	2
0x0045ec80	conversate_sync_recv_cmd	_AsyncSendInputEventToPeersDataHandlerCb	conversate.fsm	HIGH	2
0x0045ed86	conversate_sync_send_timeout	AsyncSendInputEventToPeers	conversate.fsm	HIGH	2
0x0045ee9c	conversate_fsm_state_error	SlaveDispalyCommandReplyListener	conversate.fsm	HIGH	5
0x0045f15c	sync_rx_display_handler	MasterScheduleModuleDataReplyListener	sync.module.framework	HIGH	7
0x0045f504	fw_sync_framework_log_handler_2	UserDataReplyListener	fw.sync_framework	HIGH	3
0x0045f660	fw_sync_framework_log_handler_1	PeerDataReplyListener	fw.sync_framework	HIGH	3
0x0045f7cc	sync_rx_display_config_handler	SlaveInputEventReplyListener	sync.module.framework	HIGH	3
0x0045fa3c	sync_semaphore_acquire	lockGlobalVariable	sync.module.framework	HIGH	1
0x0045faa0	sync_semaphore_release	unlockGlobalVariable	sync.module.framework	HIGH	1
0x00460a64	DISP_ResourceInit_and_ThreadInit	SyncScheduleManagerInit	display_thread	HIGH	3
0x00460bc8	DISP_TimerInit	SyncTimeoutDetectionThreadStartup	display_thread	HIGH	4
0x00461dd8	sync_tx_thread_loop	SyncModuleSendDataHandler	sync.module.framework	HIGH	6
0x00462098	sync_module_init	SyncModuleInit	sync.module.framework	HIGH	7
0x00462450	sync_module_alloc	CommonMalloc	sync.module	HIGH	1
0x004624d2	sync_module_register	CommonEventDataPacket	sync.module	HIGH	8
0x0046288e	sync_module_send_peer_type1	RequestDisplayStartUp	sync.module	HIGH	1
0x00462912	inter_eye_relay_send	RequestDisplayReflash	sync.module	HIGH	1
0x00462996	sync_module_send_peer_type5	RequestDisplayStop	sync.module	HIGH	1
0x00462a1a	inter_eye_relay_tx	SendDataToBoth	sync.module	HIGH	5
0x00462c74	sync_module_rx_handler	SendDataToBothExt	sync.module	HIGH	5
0x00462edc	sync_module_cmd_process	SendDataToPeer	sync.module	HIGH	5
0x00463178	inter_eye_command_sync	SendDataToPeerExt	sync.module	HIGH	5
0x0046343c	sync_module_cmd_dispatch	SendInputEventToPeers	sync.module	HIGH	8
0x00463804	sync_module_cmd_response	SendIdleCommandtoScheduleManager	sync.module	HIGH	5
0x00463a70	sync_module_send_peer_notify	SendStartUpCommandtoScheduleManager	sync.module.api	HIGH	3
0x00463d70	srv_universal_setting_sync_from_peer	svc_universal_setting_save_to_kv	srv_universal_setting	HIGH	3
0x00463e9a	srv_universal_setting_send_all	svc_universal_setting_sync_config_send	srv_universal_setting	HIGH	2
0x00464080	srv_universal_setting_receive	svc_universal_setting_sync_handler	srv_universal_setting	HIGH	1
0x0046417e	srv_universal_setting_get_field	svc_universal_setting_get_gesture_apptype	srv_universal_setting	HIGH	1
0x00465426	onboarding_init	onboarding_check_start_disp	onboarding	HIGH	1
0x00465494	onboarding_start	onboarding_darken_widget_colors_recursive	onboarding	HIGH	3
0x00465676	onboarding_event	onboarding_resume_widget_colors_recursive	onboarding	HIGH	3
0x00466688	silent_mode_persist_and_notify	SilentMode_ToggleByLocalLongPress	silent_mode	HIGH	2
0x00466ef4	settings_gate_full_check	SVC_Settings_InputEventCheck	service.settings	HIGH	4
0x00467040	settings_gate_standard_check	SVC_Settings_UledCtrlCheck	service.settings	HIGH	3
0x0046713c	settings_gate_minimal_check	SVC_Settings_AppLaunchCheck	service.settings	HIGH	2
0x004671ec	settings_apply_config	SVC_Settings_BatteryCallback	service.settings	HIGH	1
0x0046784e	settings_detect_and_sync_change	SVC_Settings_SaveSettingConfigToKV	service.settings	HIGH	1
0x004678dc	settings_apply_silent_mode	SVC_Settings_AutoBrightnessOpen	service.settings	HIGH	2
0x004679a4	settings_apply_screen_off	SVC_Settings_AutoBrightnessClose	service.settings	HIGH	1
0x00467ac0	service_settings_sync	SVC_Settings_GetMaxLum	service.settings	HIGH	1
0x00467ed0	display_handler_7ed0	buffer_sync_to_fb	display	HIGH	1
0x00468274	font_collection_create	font_manager_create_chain	font_manager	HIGH	10
0x004686ea	font_collection_get_first	font_manager_get_font	font_manager	HIGH	1
0x0046873a	font_load_from_spec	create_single_font	font_manager	HIGH	5
0x004688ec	font_collection_insert	add_font_to_manager	font_manager	HIGH	1
0x0046895a	font_release	cleanup_single_font	font_manager	HIGH	1
0x004689c8	font_config_load_from_nvm	_xip_font_configure	font_manager	HIGH	3
0x0046928e	mspi_flash_init	mspi_flash_mutex_init	drv.norflash	HIGH	1
0x004692ee	mspi_flash_deinit	mspi_flash_mutex_lock	drv.norflash	HIGH	1
0x0046934c	mspi_flash_enable	mspi_flash_mutex_unlock	drv.norflash	HIGH	1
0x0046973e	mspi_flash_read_id	mspi_timing_auto_check	drv.norflash	HIGH	2
0x00469854	mspi_flash_device_init	am_devices_norflash_qspi_init	drv.norflash	HIGH	6
0x00469b80	mspi_flash_open	DRV_Mx25u25643g_init	drv.norflash	HIGH	3
0x00469ca4	mspi_flash_reset	DRV_Mx25u25643g_SoftReset	drv.norflash	HIGH	2
0x00469d70	mspi_flash_read_jedec_id_raw	DRV_Mx25u25643g_read_id	drv.norflash	HIGH	1
0x00469dfc	mspi_flash_read_jedec_id	mx25u25643g_get_device_id	drv.norflash	HIGH	1
0x00469f48	mspi_flash_command_write	am_devices_mx25u25643g_write	drv.norflash	HIGH	1
0x0046a034	mspi_flash_read_status	mx25u25643g_is_busy	drv.norflash	HIGH	1
0x0046a0ec	mspi_flash_read_status2	mx25u25643g_is_4byte_mode	drv.norflash	HIGH	2
0x0046a1d0	mspi_flash_enter_4byte_mode	mx25u25643g_enter_4byte_mode	drv.norflash	HIGH	5
0x0046a394	mspi_flash_write_enable	mx25u25643g_enable_write_enable	drv.norflash	HIGH	1
0x0046a404	mspi_flash_write_disable	mx25u25643g_enable_write_disable	drv.norflash	HIGH	1
0x0046a490	mspi_flash_erase_sector	mx25u25643g_sector_erase	drv.norflash	HIGH	5
0x0046a6b0	mspi_flash_page_program	mx25u25643g_page_program	drv.norflash	HIGH	3
0x0046a82e	mspi_flash_read	mx25u25643g_read_data	drv.norflash	HIGH	1
0x0046a920	mspi_flash_set_quad_enable	mx25u25643g_quad_enable	drv.norflash	HIGH	6
0x0046abe4	mspi_flash_device_reconfig	am_devices_mspi_device_reconfigure	drv.norflash	HIGH	3
0x0046acf4	mspi_flash_enter_xip	mx25u25643g_set_quad_mode	drv.norflash	HIGH	2
0x0046adc8	mspi_flash_exit_xip	mx25u25643g_set_serail_mode	drv.norflash	HIGH	2
0x0046afe6	general_configure_init	set_general_configure_language	general_configure	HIGH	1
0x0046b25e	general_configure_process	ModuleDashboardAutoCloseValueService_response_set_cmd	general_configure	HIGH	2
0x0046b388	general_configure_event	SystemLanguageSaveToFlash	general_configure	HIGH	2
0x0046c0dc	pb_service_setting_handler	syncInfoService_response_inquiry_cmd	pb_service_setting	HIGH	1
0x0046c198	settings_notify_outbound	syncInfoService_Notify	pb_service_setting	HIGH	1
0x0046c2f6	settings_rx_router	SyncInfoService_common_data_handler	pb_service_setting	HIGH	1
0x0046c438	settings_buzzer_command	RING_GlassesHeartbeatProcess	pb_service_setting	HIGH	1
0x0046c58e	ring_proto_sync_connection_state	RING_SendGlassesStatusEvt	ring.proto	HIGH	1
0x0046c6a8	ring_proto_write_notify_enable	RING_SetPhyProcess	ring.proto	HIGH	1
0x0046c748	ring_proto_check_dfu_ready	RING_CmdHID	ring.proto	HIGH	1
0x0046c884	ring_proto_handle_rx_message	RING_CmdPackageParse	ring.proto	HIGH	2
0x0046d6f2	device_mgr_thread_init	Disp_ThreadInit	device_mgr	HIGH	2
0x0046d79c	task_displaydrvmgr_create_queue	DISP_MessageQueueInit	task.displaydrvmgr	HIGH	2
0x0046d870	device_mgr_timer_init	display_device_resource_init	device_mgr	HIGH	1
0x0046d8e6	task_displaydrvmgr_signal_ready	display_device_timer_callback	task.displaydrvmgr	HIGH	1
0x0046d964	task_displaydrvmgr_send_brightness	display_device_mode_set	task.displaydrvmgr	HIGH	1
0x0046d9e4	task_displaydrvmgr_main_loop	Disp_Mgr_ThreadHandler	task.displaydrvmgr	HIGH	2
0x0046dbce	task_displaydrvmgr_send_refresh	Async_GraphicsDev_clearScreen	task.displaydrvmgr	HIGH	1
0x0046dc40	task_displaydrvmgr_send_power_on	Async_GraphicsDev_init	task.displaydrvmgr	HIGH	1
0x0046dcb2	task_displaydrvmgr_send_power_off	Async_GraphicsDev_PowerUP	task.displaydrvmgr	HIGH	1
0x0046dd24	task_displaydrvmgr_send_display_off	Async_GraphicsDev_PowerDown	task.displaydrvmgr	HIGH	1
0x0046dd90	task_displaydrvmgr_send_set_brightness	Async_GraphicsDev_BrightCtrl	task.displaydrvmgr	HIGH	1
0x0046de9a	task_displaydrvmgr_display_on_sequence	Async_GraphicsDev_Init_Force	task.displaydrvmgr	HIGH	4
0x0046e06c	task_displaydrvmgr_display_off_sequence	Async_GraphicsDev_Deinit_Force	task.displaydrvmgr	HIGH	2
0x0046e876	redirect_handler	redirect_init	redirect	HIGH	2
0x0046ee3c	osMessageQueueGet_wrapper_0046ee3c	_thread_msg_handler	rtos.cmsis	HIGH	1
0x0046efd4	ble_msgtx_handler	Thread_BleMsgtxQueueClear	ble.msgtx	HIGH	3
0x0046f0fe	ble_msgtx_msg_send	_dispatchMsgTxByBle	ble.msgtx	HIGH	8
0x0046f4e8	ble_msgtx_priority_send	Thread_MsgPbTxDirectByBle	ble.msgtx	HIGH	1
0x0046f556	ble_msgtx_keepalive_send	Thread_MsgPbNotifyDirectByBle	ble.msgtx	HIGH	1
0x0046f5c4	ble_msgtx_send_wrapper	Thread_MsgPbTxByBle	ble.msgtx	HIGH	3
0x0046f6ca	ble_msgtx_send	Thread_MsgPbNotifyByBle	ble.msgtx	HIGH	2
0x0046fa3c	conn_param_update_callback	_bleSlaveConnUpdate	ble.param	HIGH	1
0x0046fb38	conn_param_validate_slave	_isConnParamsFast	ble.param	HIGH	6
0x0046fd62	conn_param_validate_master	_isConnParamsSlow	ble.param	HIGH	6
0x0046ff8c	APP_BleNameGet	_connectParamReq_impl	ble.param	HIGH	8
0x0047034c	conn_param_queue_request	_connectParamReq	ble.param	HIGH	1
0x004703d8	conn_param_parse_spec	_bleConnParaConnectEvt	ble.param	HIGH	8
0x0047073c	conn_param_apply_update	_connUpdateFinishInd	ble.param	HIGH	13
0x00470dc8	conn_param_timeout_handler	APP_ConnectParamESSSetFastMode	ble.param	HIGH	1
0x00470e64	conn_param_reset	APP_ConnectParamOTASetFastMode	ble.param	HIGH	1
0x00470f2c	conn_param_msg_handler	APP_ConnectParamHandler	ble.param	HIGH	3
0x0047133c	appSmpDbFlashInit	_evenEraseAllBondInfo	ble.smpdb	HIGH	1
0x004713f8	appSmpDbWriteCount	OTA_FileSystemSetBootloaderFlag	ble.smpdb	HIGH	1
0x00471548	appSmpDbDumpRecord	PrintSmpDbRecord	ble.smpdb	HIGH	28
0x00471fb0	appSmpDbResolveAddr	AppLoadResList	ble.smpdb	HIGH	2
0x00472174	appSmpDbLoadFromFlash	_CopyRecListFromNvmToRam	ble.smpdb	HIGH	4
0x00472538	appSmpDbWriteToFlash	_updateOneRecordToNVM	ble.smpdb	HIGH	2
0x004726e0	appSmpDbValidateRecord	_AppDbUpdateNVM	ble.smpdb	HIGH	17
0x00473008	appSmpDbRecordComplete	AppDbValidateRecord	ble.smpdb	HIGH	3
0x0047328c	appSmpDbAllocFlashRecord	AppDbNewRecord	ble.smpdb	HIGH	2
0x00473434	appSmpDbFindByAddr	AppDbResolveAndConnectByAddr	ble.smpdb	HIGH	6
0x004736dc	appSmpDbCheckKeyByIndex	AppDbHandleResolvedAddr	ble.smpdb	HIGH	4
0x00473868	appSmpDbClearAll	AppDbDeleteAllRecords	ble.smpdb	HIGH	1
0x00473a44	appSmpDbStoreKey	AppDbSetKey	ble.smpdb	HIGH	10
0x00474044	appSmpDbFlashOpen	AppDbReloadResolvingList	ble.smpdb	HIGH	2
0x0047410c	appSmpDbDeleteByAddr	AppDbClearRecordByMacAddr	ble.smpdb	HIGH	4
0x004742a0	appSmpDbVerifyFlashRecord	AppDbVerifyMramWrite	ble.smpdb	HIGH	13
0x004747a0	appSmpDbDumpAll	AppDbShowAllRecordsStatus	ble.smpdb	HIGH	11
0x00474bf4	appSmpDbTouchRecord	AppDbUpdateRecordTimestamp	ble.smpdb	HIGH	2
0x00474cd4	appSmpDbReindexAge	AppDbResetAllTimestamps	ble.smpdb	HIGH	3
0x00474e2c	appSmpDbDumpFlash	AppDbShowNvmStatus	ble.smpdb	HIGH	6
0x004750d8	appSmpDbSecurityCback	AppDbHandlePairingFailure	ble.smpdb	HIGH	9
0x0047543c	appSmpDbPersistConn	AppDbClearRecordByConnId	ble.smpdb	HIGH	2
0x00475a00	ux_setting_handler	UX_LocalSystemStatusSyncHandler	ux.setting	HIGH	10
0x0047644a	onboarding_data_mgr_send_headup_state	onboarding_notify_wear_status_to_app	onboarding.data_mgr	HIGH	2
0x00476510	onboarding_data_mgr_flush_config	OnboardingFlagSaveToFlash	onboarding.data_mgr	HIGH	2
0x0047662c	onboarding_data_mgr_send_wear_status	RPC_OnboardingFlagReplyToPeer	onboarding.data_mgr	HIGH	1
0x00486e7a	task_manager_init	_thread_sync	task.manager	HIGH	1
0x00487460	task_manager_notify_handler	thread_manager_sysstart_sync	task.manager	HIGH	1
0x00487c6c	attsCsfGetConnCb	attsCcbByConnId	ble.att	HIGH	8
0x00488544	AttsCsfWriteFeatures	attsCsfSetHashUpdateStatus	ble.att	HIGH	7
0x00488888	AttsCsfGetClientChangeAwareState	attsCsfIsClientChangeAware	ble.att	HIGH	4
0x00488abc	attsCccHandleWriteInd	attsCsfActClientState	ble.att	HIGH	16
0x0048933c	attsCccSetConnState	AttsCsfSetClientChangeAwareState	ble.att	HIGH	8
0x00489760	AttsCccSet	AttsCsfConnOpen	ble.att	HIGH	4
0x0048997c	attsCccWriteValue	AttsCsfWriteFeatures	ble.att	HIGH	8
0x00489d74	AttsCccGet	AttsCsfGetFeatures	ble.att	HIGH	3
0x00489f4c	AttsCccGetConnState	AttsCsfGetClientChangeAwareState	ble.att	HIGH	1
0x0048a2e0	attsHandleValueIndNtf	attsProcMtuReq	ble.att	HIGH	4
0x0048b8ba	dmConnSmSendEvent	dmDevPassEvtToDevPriv	ble.dm	HIGH	3
0x0048c5f8	at_core_execute	AT_Handler	at.core	HIGH	1
0x0048c840	pt_proto_parse_header	calculate_rtc_time_diff_seconds	pt_protocol_procsr	HIGH	2
0x0048c964	pt_proto_validate_checksum	get_file_size_by_fp	pt_protocol_procsr	HIGH	6
0x0048d328	pt_box_ota_begin	product_mode_config	pt_protocol_procsr	HIGH	3
0x0048d4d4	pt_box_ota_firmware_check	get_battery_status	pt_protocol_procsr	HIGH	3
0x0048d6d8	pt_box_ota_file_get	get_battery_info	pt_protocol_procsr	HIGH	2
0x0048d924	pt_box_ota_result_check	set_canvas_pos_info	pt_protocol_procsr	HIGH	5
0x0048dbc4	pt_proto_encode_response	get_canvas_pos_info	pt_protocol_procsr	HIGH	2
0x0048dd00	pt_proto_send_ack	get_version	pt_protocol_procsr	HIGH	4
0x0048df18	pt_proto_handle_svc_01	get_imu_info	pt_protocol_procsr	HIGH	6
0x0048e160	pt_proto_handle_svc_02	get_press_key_val	pt_protocol_procsr	HIGH	3
0x0048e2ec	pt_proto_handle_svc_03	set_mic_nocompress	pt_protocol_procsr	HIGH	4
0x0048e4c0	pt_proto_handle_svc_04	enter_mic_recording_mode	pt_protocol_procsr	HIGH	6
0x0048e7f4	pt_proto_handle_svc_05	exit_mic_recording_mode	pt_protocol_procsr	HIGH	2
0x0048eb68	pt_proto_handle_svc_06	transfer_mic_recording_data	pt_protocol_procsr	HIGH	16
0x0048f464	pt_proto_handle_svc_07	panel_resume	pt_protocol_procsr	HIGH	3
0x0048f5d4	pt_proto_handle_svc_08	panel_suspend	pt_protocol_procsr	HIGH	4
0x0048f79c	pt_proto_handle_svc_09	get_lux_info	pt_protocol_procsr	HIGH	4
0x0048f9bc	pt_proto_handle_svc_0A	power_on_lux	pt_protocol_procsr	HIGH	3
0x0048fb24	pt_proto_handle_svc_0B	power_off_lux	pt_protocol_procsr	HIGH	3
0x0048fc84	pt_proto_handle_svc_0C	get_wear_status	pt_protocol_procsr	HIGH	3
0x0048fdd0	pt_proto_handle_svc_0D	set_board_sn_info	pt_protocol_procsr	HIGH	3
0x0048ff4c	pt_proto_handle_svc_0E	get_board_sn_info	pt_protocol_procsr	HIGH	1
0x00490034	pt_proto_handle_svc_0F	get_mac_info	pt_protocol_procsr	HIGH	2
0x00490128	pt_proto_handle_svc_10	case_lid_open	pt_protocol_procsr	HIGH	1
0x004901d0	pt_proto_handle_svc_20	case_lid_close	pt_protocol_procsr	HIGH	1
0x0049028c	pt_proto_handle_svc_21	set_restart_mode	pt_protocol_procsr	HIGH	1
0x00490358	pt_proto_handle_svc_22	get_flash_burn_info	pt_protocol_procsr	HIGH	6
0x00490728	pt_proto_handle_svc_80	get_sync_status	pt_protocol_procsr	HIGH	3
0x004908f4	pt_proto_handle_svc_81	enter_ship_mode	pt_protocol_procsr	HIGH	2
0x004909fc	pt_proto_handle_svc_91	set_device_sn_info	pt_protocol_procsr	HIGH	4
0x00490bb8	pt_proto_handle_svc_C4	get_device_sn_info	pt_protocol_procsr	HIGH	2
0x00490cf0	pt_proto_handle_svc_C5	set_imu_base	pt_protocol_procsr	HIGH	4
0x00490fbc	pt_proto_handle_svc_E0	set_lux_base	pt_protocol_procsr	HIGH	7
0x00491340	pt_proto_handle_svc_FF	set_aging_test_info	pt_protocol_procsr	HIGH	7
0x0049166c	pt_proto_build_tx_packet	set_buzzer_status	pt_protocol_procsr	HIGH	6
0x004918bc	pt_proto_fragment_packet	get_imu_base_info	pt_protocol_procsr	HIGH	3
0x00491b3c	pt_proto_send_fragment	get_aging_mode_info	pt_protocol_procsr	HIGH	2
0x00491c60	pt_proto_reassemble_rx	get_aging_result_info	pt_protocol_procsr	HIGH	3
0x00491ee4	pt_proto_decode_protobuf	get_device_id	pt_protocol_procsr	HIGH	15
0x00492640	pt_proto_encode_protobuf	get_firmware_version	pt_protocol_procsr	HIGH	5
0x0049290c	pt_proto_process_rx_queue	get_device_sync_status	pt_protocol_procsr	HIGH	2
0x00492a4c	pt_proto_enqueue_tx	set_mic_delay_1bit	pt_protocol_procsr	HIGH	1
0x00492b50	pt_proto_dequeue_tx	pt_ota_transmit_start	pt_protocol_procsr	HIGH	1
0x00492c28	pt_proto_calc_crc16	pt_ota_transmit_information	pt_protocol_procsr	HIGH	3
0x00492de8	pt_proto_verify_crc16	pt_ota_transmit_file	pt_protocol_procsr	HIGH	4
0x004930dc	pt_proto_alloc_buffer	pt_ota_transmit_result_check	pt_protocol_procsr	HIGH	2
0x004931d8	pt_proto_free_buffer	pt_box_ota_firmware_check	pt_protocol_procsr	HIGH	8
0x00493594	pt_proto_get_sequence	pt_box_ota_begin	pt_protocol_procsr	HIGH	6
0x0049380c	pt_proto_set_pipe	pt_box_ota_file_get	pt_protocol_procsr	HIGH	9
0x00493bf8	pt_proto_register_handler	pt_box_ota_result_check	pt_protocol_procsr	HIGH	5
0x00493df4	pt_proto_unregister_handler	pt_box_stree_test	pt_protocol_procsr	HIGH	2
0x00493ee0	pt_proto_flush_tx_queue	set_panel_current	pt_protocol_procsr	HIGH	2
0x00493fa8	pt_proto_flush_rx_queue	set_special_buzzer_status	pt_protocol_procsr	HIGH	3
0x00494134	pt_proto_set_mtu	get_buzzer_base	pt_protocol_procsr	HIGH	3
0x004942b4	pt_proto_get_mtu	set_buzzer_base	pt_protocol_procsr	HIGH	3
0x00494428	pt_proto_set_timeout	get_panel_current	pt_protocol_procsr	HIGH	1
0x004944d8	pt_proto_handle_timeout	set_onboarding_status	pt_protocol_procsr	HIGH	4
0x004946b0	pt_proto_send_heartbeat	restore_factory_settings	pt_protocol_procsr	HIGH	2
0x004947ac	pt_proto_handle_heartbeat_resp	get_imu_calibration_matrix	pt_protocol_procsr	HIGH	2
0x004948b4	pt_proto_log_packet	set_battery_charger_status	pt_protocol_procsr	HIGH	4
0x00494a44	pt_proto_get_stats	get_font_version	pt_protocol_procsr	HIGH	2
0x00494b5c	pt_proto_reset_stats	get_font_crc16	pt_protocol_procsr	HIGH	2
0x00494c5c	pt_proto_get_connection_state	calculate_font_crc16	pt_protocol_procsr	HIGH	1
0x00494e54	pt_proto_deinit	panel_hide_gray_screen	pt_protocol_procsr	HIGH	1
0x0049503c	nv_productMode_load	_nvdbUpdataProdMd	nv.productMode	HIGH	1
0x004950ac	nv_productMode_set_mode	set_product_mode	nv.productMode	HIGH	1
0x00495160	auth_reauth_trigger	appSlaveLegAdvStart	pb.auth	HIGH	2
0x004955c8	auth_full_pairing_validate	appSlaveAdvMode	pb.auth	HIGH	3
0x00495e1e	slave_handle_sync_frame	appSlaveResolveAddr	app.slave	HIGH	5
0x004960bc	slave_process_display_cmd	appSlaveResolvedAddrInd	app.slave	HIGH	22
0x00496924	slave_process_audio_cmd	appSlaveSecConnOpen	app.slave	HIGH	7
0x00496e58	slave_process_ring_cmd	AppSlaveInit	app.slave	HIGH	1
