r1_entry,r1_name,rank,reference_entry,reference_name,similarity,significance,r1_self_significance,reference_self_significance
0x00027238,"FUN_00027238",5,0x00100f80,"ST25DVxxKC_GetENDA1",0.000000000,-9.490886878,117.578171184,10.133091162
0x00027238,"FUN_00027238",6,0x00100f8a,"ST25DVxxKC_SetENDA1",0.000000000,-9.490886878,117.578171184,10.133091162
0x00027238,"FUN_00027238",7,0x00100f94,"ST25DVxxKC_GetENDA2",0.000000000,-9.490886878,117.578171184,10.133091162
0x00027238,"FUN_00027238",8,0x00100f9e,"ST25DVxxKC_SetENDA2",0.000000000,-9.490886878,117.578171184,10.133091162
0x00027238,"FUN_00027238",9,0x00100fa8,"ST25DVxxKC_GetENDA3",0.000000000,-9.490886878,117.578171184,10.133091162
0x00027238,"FUN_00027238",10,0x00100fb2,"ST25DVxxKC_SetENDA3",0.000000000,-9.490886878,117.578171184,10.133091162
0x00027238,"FUN_00027238",11,0x00100fbc,"ST25DVxxKC_GetDSFID",0.000000000,-9.490886878,117.578171184,10.133091162
0x00027238,"FUN_00027238",12,0x00100fc6,"ST25DVxxKC_GetAFI",0.000000000,-9.490886878,117.578171184,10.133091162
0x0002725c,"FUN_0002725c",1,0x00100138,"ReadRegWrap",0.107614324,-6.014574085,100.290587315,22.799443635
0x0002725c,"FUN_0002725c",2,0x00100ec8,"ST25DVxxKC_SetRFOff_Dyn",0.000000000,-8.911357390,100.290587315,10.133091162
0x0002725c,"FUN_0002725c",3,0x00100ece,"ST25DVxxKC_ResetRFOff_Dyn",0.000000000,-8.911357390,100.290587315,10.133091162
0x0002725c,"FUN_0002725c",4,0x00100f76,"ST25DVxxKC_GetICREF",0.000000000,-8.911357390,100.290587315,10.133091162
0x0002725c,"FUN_0002725c",5,0x00100f80,"ST25DVxxKC_GetENDA1",0.000000000,-8.911357390,100.290587315,10.133091162
0x0002725c,"FUN_0002725c",6,0x00100f8a,"ST25DVxxKC_SetENDA1",0.000000000,-8.911357390,100.290587315,10.133091162
0x0002725c,"FUN_0002725c",7,0x00100f94,"ST25DVxxKC_GetENDA2",0.000000000,-8.911357390,100.290587315,10.133091162
0x0002725c,"FUN_0002725c",8,0x00100f9e,"ST25DVxxKC_SetENDA2",0.000000000,-8.911357390,100.290587315,10.133091162
0x0002725c,"FUN_0002725c",9,0x00100fa8,"ST25DVxxKC_GetENDA3",0.000000000,-8.911357390,100.290587315,10.133091162
0x0002725c,"FUN_0002725c",10,0x00100fb2,"ST25DVxxKC_SetENDA3",0.000000000,-8.911357390,100.290587315,10.133091162
0x0002725c,"FUN_0002725c",11,0x00100fbc,"ST25DVxxKC_GetDSFID",0.000000000,-8.911357390,100.290587315,10.133091162
0x0002725c,"FUN_0002725c",12,0x00100fc6,"ST25DVxxKC_GetAFI",0.000000000,-8.911357390,100.290587315,10.133091162
0x000272b8,"FUN_000272b8",1,0x00100e58,"ST25DVxxKC_WriteI2CSlaveMode",0.145183014,-1.613955380,55.523222678,56.753703483
0x000272b8,"FUN_000272b8",2,0x00100000,"ST25DVxxKC_IsDeviceReady",0.165985420,-2.267879267,55.523222678,13.799057151
0x000272b8,"FUN_000272b8",3,0x00100006,"ST25DVxxKC_ReadData",0.165985420,-2.267879267,55.523222678,13.799057151
0x000272b8,"FUN_000272b8",4,0x00100a94,"ST25DVxxKC_ReadMailboxRegister",0.129540737,-2.393544341,55.523222678,22.193787648
0x000272b8,"FUN_000272b8",5,0x00100ab6,"ST25DVxxKC_WriteMailboxRegister",0.129540737,-2.393544341,55.523222678,22.193787648
0x000272b8,"FUN_000272b8",6,0x0010024a,"ST25DVxxKC_ReadRegister",0.151556928,-2.406797084,55.523222678,15.352756561
0x000272b8,"FUN_000272b8",7,0x00100018,"ST25DVxxKC_WriteData",0.136333665,-2.512737638,55.523222678,82.285724859
0x000272b8,"FUN_000272b8",8,0x00100a4e,"ST25DVxxKC_ReadMailboxData",0.125082983,-2.532462158,55.523222678,23.367884922
0x000272b8,"FUN_000272b8",9,0x00100a72,"ST25DVxxKC_WriteMailboxData",0.117597375,-3.101386164,55.523222678,21.527975063
0x000272b8,"FUN_000272b8",10,0x00100138,"ReadRegWrap",0.113056936,-3.240303981,55.523222678,22.799443635
0x000272b8,"FUN_000272b8",11,0x00100474,"ST25DVxxKC_ReadLockCCFile",0.096401574,-3.305693890,55.523222678,45.033469659
0x000272b8,"FUN_000272b8",12,0x001008f8,"ST25DVxxKC_ReadRFMngt",0.094771228,-3.444611706,55.523222678,46.387663998
0x000272f0,"FUN_000272f0",1,0x00100a4e,"ST25DVxxKC_ReadMailboxData",0.115537233,2.370571743,25.467203639,23.367884922
0x000272f0,"FUN_000272f0",2,0x00100a94,"ST25DVxxKC_ReadMailboxRegister",0.119654793,2.083611515,25.467203639,22.193787648
0x000272f0,"FUN_000272f0",3,0x00100ab6,"ST25DVxxKC_WriteMailboxRegister",0.119654793,2.083611515,25.467203639,22.193787648
0x000272f0,"FUN_000272f0",4,0x00100138,"ReadRegWrap",0.117476806,2.083611515,25.467203639,22.799443635
0x000272f0,"FUN_000272f0",5,0x00100a72,"ST25DVxxKC_WriteMailboxData",0.122194750,1.796651286,25.467203639,21.527975063
0x000272f0,"FUN_000272f0",6,0x0010035a,"ST25DVxxKC_ReadDsfidRFProtection",0.070482014,1.159553255,25.467203639,26.071009947
0x000272f0,"FUN_000272f0",7,0x00100384,"ST25DVxxKC_ReadAfiRFProtection",0.070482014,1.159553255,25.467203639,26.071009947
0x000272f0,"FUN_000272f0",8,0x00100216,"ST25DVxxKC_ReadITPulse",0.076544700,0.585632798,25.467203639,23.018984149
0x000272f0,"FUN_000272f0",9,0x00100300,"ST25DVxxKC_ReadUID",0.072341187,0.490563044,25.467203639,25.053111358
0x000272f0,"FUN_000272f0",10,0x0010024a,"ST25DVxxKC_ReadRegister",0.157481924,0.361850143,25.467203639,15.352756561
0x000272f0,"FUN_000272f0",11,0x00100f12,"ST25DVxxKC_WriteI2CSlaveAddress",0.082435818,0.298672569,25.467203639,20.674792113
0x000272f0,"FUN_000272f0",12,0x00100f5e,"ST25DVxxKC_ReadReg",0.177148210,0.074889914,25.467203639,13.393469159
0x00027302,"FUN_00027302",1,0x00100474,"ST25DVxxKC_ReadLockCCFile",0.119090908,-1.858895080,55.712077014,45.033469659
0x00027302,"FUN_00027302",2,0x001008f8,"ST25DVxxKC_ReadRFMngt",0.117076840,-1.997812896,55.712077014,46.387663998
0x00027302,"FUN_00027302",3,0x00100c78,"ST25DVxxKC_ReadRFMngt_Dyn",0.117076840,-1.997812896,55.712077014,46.387663998
0x00027302,"FUN_00027302",4,0x00100000,"ST25DVxxKC_IsDeviceReady",0.165669772,-2.267879267,55.712077014,13.799057151
0x00027302,"FUN_00027302",5,0x00100006,"ST25DVxxKC_ReadData",0.165669772,-2.267879267,55.712077014,13.799057151
0x00027302,"FUN_00027302",6,0x00100a94,"ST25DVxxKC_ReadMailboxRegister",0.129294394,-2.393544341,55.712077014,22.193787648
0x00027302,"FUN_00027302",7,0x00100ab6,"ST25DVxxKC_WriteMailboxRegister",0.129294394,-2.393544341,55.712077014,22.193787648
0x00027302,"FUN_00027302",8,0x0010024a,"ST25DVxxKC_ReadRegister",0.151268718,-2.406797084,55.712077014,15.352756561
0x00027302,"FUN_00027302",9,0x00100a4e,"ST25DVxxKC_ReadMailboxData",0.124845117,-2.532462158,55.712077014,23.367884922
0x00027302,"FUN_00027302",10,0x00100018,"ST25DVxxKC_WriteData",0.135170826,-2.568372603,55.712077014,82.285724859
0x00027302,"FUN_00027302",11,0x00100e58,"ST25DVxxKC_WriteI2CSlaveMode",0.127025579,-2.948884612,55.712077014,56.753703483
0x00027302,"FUN_00027302",12,0x00100a72,"ST25DVxxKC_WriteMailboxData",0.117373744,-3.101386164,55.712077014,21.527975063
0x0002733c,"FUN_0002733c",1,0x00100a4e,"ST25DVxxKC_ReadMailboxData",0.110948853,1.697566617,27.109835477,23.367884922
0x0002733c,"FUN_0002733c",2,0x00100a94,"ST25DVxxKC_ReadMailboxRegister",0.114902890,1.452579945,27.109835477,22.193787648
0x0002733c,"FUN_0002733c",3,0x00100ab6,"ST25DVxxKC_WriteMailboxRegister",0.114902890,1.452579945,27.109835477,22.193787648
0x0002733c,"FUN_0002733c",4,0x00100138,"ReadRegWrap",0.112811398,1.452579945,27.109835477,22.799443635
0x0002733c,"FUN_0002733c",5,0x00100a72,"ST25DVxxKC_WriteMailboxData",0.117341976,1.207593274,27.109835477,21.527975063
0x0002733c,"FUN_0002733c",6,0x00100300,"ST25DVxxKC_ReadUID",0.069468270,0.735549715,27.109835477,25.053111358
0x0002733c,"FUN_0002733c",7,0x0010035a,"ST25DVxxKC_ReadDsfidRFProtection",0.067682930,0.490563044,27.109835477,26.071009947
0x0002733c,"FUN_0002733c",8,0x00100384,"ST25DVxxKC_ReadAfiRFProtection",0.067682930,0.490563044,27.109835477,26.071009947
0x0002733c,"FUN_0002733c",9,0x00100216,"ST25DVxxKC_ReadITPulse",0.073504847,0.000589701,27.109835477,23.018984149
0x0002733c,"FUN_0002733c",10,0x0010024a,"ST25DVxxKC_ReadRegister",0.151227775,-0.017340083,27.109835477,15.352756561
0x0002733c,"FUN_0002733c",11,0x00100f12,"ST25DVxxKC_WriteI2CSlaveAddress",0.079162008,-0.244396970,27.109835477,20.674792113
0x0002733c,"FUN_0002733c",12,0x00100f5e,"ST25DVxxKC_ReadReg",0.170113045,-0.262326754,27.109835477,13.393469159
0x0002734e,"FUN_0002734e",1,0x00100a94,"ST25DVxxKC_ReadMailboxRegister",0.132638324,-1.883543944,53.237590799,22.193787648
0x0002734e,"FUN_0002734e",2,0x00100ab6,"ST25DVxxKC_WriteMailboxRegister",0.132638324,-1.883543944,53.237590799,22.193787648
0x0002734e,"FUN_0002734e",3,0x00100000,"ST25DVxxKC_IsDeviceReady",0.169954474,-1.946353903,53.237590799,13.799057151
0x0002734e,"FUN_0002734e",4,0x00100006,"ST25DVxxKC_ReadData",0.169954474,-1.946353903,53.237590799,13.799057151
0x0002734e,"FUN_0002734e",5,0x00100a4e,"ST25DVxxKC_ReadMailboxData",0.128073975,-1.995899720,53.237590799,23.367884922
0x0002734e,"FUN_0002734e",6,0x0010024a,"ST25DVxxKC_ReadRegister",0.155180967,-2.058709679,53.237590799,15.352756561
0x0002734e,"FUN_0002734e",7,0x00100f5e,"ST25DVxxKC_ReadReg",0.152840392,-2.351941894,53.237590799,13.393469159
0x0002734e,"FUN_0002734e",8,0x00100a72,"ST25DVxxKC_WriteMailboxData",0.120409371,-2.620488558,53.237590799,21.527975063
0x0002734e,"FUN_0002734e",9,0x00100018,"ST25DVxxKC_WriteData",0.129634193,-2.687299949,53.237590799,82.285724859
0x0002734e,"FUN_0002734e",10,0x00100138,"ReadRegWrap",0.115760360,-2.732844334,53.237590799,22.799443635
0x0002734e,"FUN_0002734e",11,0x00100e58,"ST25DVxxKC_WriteI2CSlaveMode",0.114081612,-3.517798654,53.237590799,56.753703483
0x0002734e,"FUN_0002734e",12,0x00100086,"ST25DVxxKC_Init",0.076834458,-3.854523239,53.237590799,34.523782424
0x00027380,"FUN_00027380",1,0x0010102e,"ST25DVxxKC_GetFTM_MBMODE",0.000000000,0.470510265,21.597634049,21.555697972
0x00027380,"FUN_00027380",2,0x001010e4,"ST25DVxxKC_GetMB_CTRL_DYN_MBEN",0.000000000,0.470510265,21.597634049,21.555697972
0x00027380,"FUN_00027380",3,0x001011ca,"ST25DVxxKC_GetMB_CTRL_DYN_CURRENTMSG",0.000000000,0.470510265,21.597634049,21.555697972
0x00027380,"FUN_00027380",4,0x001011f0,"ST25DVxxKC_GetI2CCFG_DEVICECODE",0.000000000,0.470510265,21.597634049,21.555697972
0x00027380,"FUN_00027380",5,0x001012f0,"ST25DVxxKC_GetGPO1_ENABLE",0.000000000,0.470510265,21.597634049,21.555697972
0x00027380,"FUN_00027380",6,0x00101548,"ST25DVxxKC_GetGPO1_RFWRITE",0.000000000,0.470510265,21.597634049,21.555697972
0x00027380,"FUN_00027380",7,0x001015ac,"ST25DVxxKC_GetGPO2_I2CWRITEENABLE",0.000000000,0.470510265,21.597634049,21.555697972
0x00027380,"FUN_00027380",8,0x001016ac,"ST25DVxxKC_GetGPO2_ALL",0.000000000,0.470510265,21.597634049,21.555697972
0x00027380,"FUN_00027380",9,0x00101700,"ST25DVxxKC_GetGPO_DYN_ENABLE",0.000000000,0.470510265,21.597634049,21.555697972
0x00027380,"FUN_00027380",10,0x0010176a,"ST25DVxxKC_GetITSTS_DYN_RFUSERSTATE",0.000000000,0.470510265,21.597634049,21.555697972
0x00027380,"FUN_00027380",11,0x0010182e,"ST25DVxxKC_GetITSTS_DYN_RFWRITE",0.000000000,0.470510265,21.597634049,21.555697972
0x00027380,"FUN_00027380",12,0x00101854,"ST25DVxxKC_GetEH_MODE",0.000000000,0.470510265,21.597634049,21.555697972
0x00027398,"FUN_00027398",1,0x00100f12,"ST25DVxxKC_WriteI2CSlaveAddress",0.000000000,0.054536557,23.151333459,20.674792113
0x00027398,"FUN_00027398",2,0x0010102e,"ST25DVxxKC_GetFTM_MBMODE",0.000000000,-0.400317901,23.151333459,21.555697972
0x00027398,"FUN_00027398",3,0x001010e4,"ST25DVxxKC_GetMB_CTRL_DYN_MBEN",0.000000000,-0.400317901,23.151333459,21.555697972
0x00027398,"FUN_00027398",4,0x001011ca,"ST25DVxxKC_GetMB_CTRL_DYN_CURRENTMSG",0.000000000,-0.400317901,23.151333459,21.555697972
0x00027398,"FUN_00027398",5,0x001011f0,"ST25DVxxKC_GetI2CCFG_DEVICECODE",0.000000000,-0.400317901,23.151333459,21.555697972
0x00027398,"FUN_00027398",6,0x001012f0,"ST25DVxxKC_GetGPO1_ENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x00027398,"FUN_00027398",7,0x00101548,"ST25DVxxKC_GetGPO1_RFWRITE",0.000000000,-0.400317901,23.151333459,21.555697972
0x00027398,"FUN_00027398",8,0x001015ac,"ST25DVxxKC_GetGPO2_I2CWRITEENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x00027398,"FUN_00027398",9,0x001016ac,"ST25DVxxKC_GetGPO2_ALL",0.000000000,-0.400317901,23.151333459,21.555697972
0x00027398,"FUN_00027398",10,0x00101700,"ST25DVxxKC_GetGPO_DYN_ENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x00027398,"FUN_00027398",11,0x0010176a,"ST25DVxxKC_GetITSTS_DYN_RFUSERSTATE",0.000000000,-0.400317901,23.151333459,21.555697972
0x00027398,"FUN_00027398",12,0x0010182e,"ST25DVxxKC_GetITSTS_DYN_RFWRITE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273b2,"FUN_000273b2",1,0x00100f12,"ST25DVxxKC_WriteI2CSlaveAddress",0.000000000,0.054536557,23.151333459,20.674792113
0x000273b2,"FUN_000273b2",2,0x0010102e,"ST25DVxxKC_GetFTM_MBMODE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273b2,"FUN_000273b2",3,0x001010e4,"ST25DVxxKC_GetMB_CTRL_DYN_MBEN",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273b2,"FUN_000273b2",4,0x001011ca,"ST25DVxxKC_GetMB_CTRL_DYN_CURRENTMSG",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273b2,"FUN_000273b2",5,0x001011f0,"ST25DVxxKC_GetI2CCFG_DEVICECODE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273b2,"FUN_000273b2",6,0x001012f0,"ST25DVxxKC_GetGPO1_ENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273b2,"FUN_000273b2",7,0x00101548,"ST25DVxxKC_GetGPO1_RFWRITE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273b2,"FUN_000273b2",8,0x001015ac,"ST25DVxxKC_GetGPO2_I2CWRITEENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273b2,"FUN_000273b2",9,0x001016ac,"ST25DVxxKC_GetGPO2_ALL",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273b2,"FUN_000273b2",10,0x00101700,"ST25DVxxKC_GetGPO_DYN_ENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273b2,"FUN_000273b2",11,0x0010176a,"ST25DVxxKC_GetITSTS_DYN_RFUSERSTATE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273b2,"FUN_000273b2",12,0x0010182e,"ST25DVxxKC_GetITSTS_DYN_RFWRITE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273cc,"FUN_000273cc",1,0x00100f12,"ST25DVxxKC_WriteI2CSlaveAddress",0.000000000,0.054536557,23.151333459,20.674792113
0x000273cc,"FUN_000273cc",2,0x0010102e,"ST25DVxxKC_GetFTM_MBMODE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273cc,"FUN_000273cc",3,0x001010e4,"ST25DVxxKC_GetMB_CTRL_DYN_MBEN",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273cc,"FUN_000273cc",4,0x001011ca,"ST25DVxxKC_GetMB_CTRL_DYN_CURRENTMSG",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273cc,"FUN_000273cc",5,0x001011f0,"ST25DVxxKC_GetI2CCFG_DEVICECODE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273cc,"FUN_000273cc",6,0x001012f0,"ST25DVxxKC_GetGPO1_ENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273cc,"FUN_000273cc",7,0x00101548,"ST25DVxxKC_GetGPO1_RFWRITE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273cc,"FUN_000273cc",8,0x001015ac,"ST25DVxxKC_GetGPO2_I2CWRITEENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273cc,"FUN_000273cc",9,0x001016ac,"ST25DVxxKC_GetGPO2_ALL",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273cc,"FUN_000273cc",10,0x00101700,"ST25DVxxKC_GetGPO_DYN_ENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273cc,"FUN_000273cc",11,0x0010176a,"ST25DVxxKC_GetITSTS_DYN_RFUSERSTATE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273cc,"FUN_000273cc",12,0x0010182e,"ST25DVxxKC_GetITSTS_DYN_RFWRITE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273e6,"FUN_000273e6",1,0x00100f12,"ST25DVxxKC_WriteI2CSlaveAddress",0.000000000,0.054536557,23.151333459,20.674792113
0x000273e6,"FUN_000273e6",2,0x0010102e,"ST25DVxxKC_GetFTM_MBMODE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273e6,"FUN_000273e6",3,0x001010e4,"ST25DVxxKC_GetMB_CTRL_DYN_MBEN",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273e6,"FUN_000273e6",4,0x001011ca,"ST25DVxxKC_GetMB_CTRL_DYN_CURRENTMSG",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273e6,"FUN_000273e6",5,0x001011f0,"ST25DVxxKC_GetI2CCFG_DEVICECODE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273e6,"FUN_000273e6",6,0x001012f0,"ST25DVxxKC_GetGPO1_ENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273e6,"FUN_000273e6",7,0x00101548,"ST25DVxxKC_GetGPO1_RFWRITE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273e6,"FUN_000273e6",8,0x001015ac,"ST25DVxxKC_GetGPO2_I2CWRITEENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273e6,"FUN_000273e6",9,0x001016ac,"ST25DVxxKC_GetGPO2_ALL",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273e6,"FUN_000273e6",10,0x00101700,"ST25DVxxKC_GetGPO_DYN_ENABLE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273e6,"FUN_000273e6",11,0x0010176a,"ST25DVxxKC_GetITSTS_DYN_RFUSERSTATE",0.000000000,-0.400317901,23.151333459,21.555697972
0x000273e6,"FUN_000273e6",12,0x0010182e,"ST25DVxxKC_GetITSTS_DYN_RFWRITE",0.000000000,-0.400317901,23.151333459,21.555697972
0x00027400,"FUN_00027400",1,0x00100216,"ST25DVxxKC_ReadITPulse",0.000000000,-0.361437151,24.340860077,23.018984149
0x00027400,"FUN_00027400",2,0x00100a72,"ST25DVxxKC_WriteMailboxData",0.000000000,-0.361437151,24.340860077,21.527975063
0x00027400,"FUN_00027400",3,0x00100f3a,"ST25DVxxKC_ReadI2CSlaveAddress",0.000000000,-0.361437151,24.340860077,23.954206467
0x00027400,"FUN_00027400",4,0x00100f12,"ST25DVxxKC_WriteI2CSlaveAddress",0.000000000,-0.751716906,24.340860077,20.674792113
0x00027400,"FUN_00027400",5,0x00100138,"ReadRegWrap",0.000000000,-1.112340868,24.340860077,22.799443635
0x00027400,"FUN_00027400",6,0x00100a94,"ST25DVxxKC_ReadMailboxRegister",0.000000000,-1.112340868,24.340860077,22.193787648
0x00027400,"FUN_00027400",7,0x00100ab6,"ST25DVxxKC_WriteMailboxRegister",0.000000000,-1.112340868,24.340860077,22.193787648
0x00027400,"FUN_00027400",8,0x00101082,"ST25DVxxKC_GetFTM_MBWDG",0.000000000,-1.112340868,24.340860077,26.211762291
0x00027400,"FUN_00027400",9,0x0010113e,"ST25DVxxKC_GetMB_CTRL_DYN_HOSTPUTMSG",0.000000000,-1.112340868,24.340860077,26.211762291
0x00027400,"FUN_00027400",10,0x0010115a,"ST25DVxxKC_GetMB_CTRL_DYN_RFPUTMSG",0.000000000,-1.112340868,24.340860077,26.211762291
0x00027400,"FUN_00027400",11,0x00101176,"ST25DVxxKC_GetMB_CTRL_DYN_STRESERVED",0.000000000,-1.112340868,24.340860077,26.211762291
0x00027400,"FUN_00027400",12,0x00101192,"ST25DVxxKC_GetMB_CTRL_DYN_HOSTMISSMSG",0.000000000,-1.112340868,24.340860077,26.211762291
0x0002741a,"FUN_0002741a",1,0x00100f6a,"ST25DVxxKC_WriteReg",0.048555442,-5.377468642,54.540545592,12.851149738
0x0002741a,"FUN_0002741a",2,0x00100ed4,"ST25DVxxKC_ReadI2CSlaveMode",0.043185286,-6.055449265,54.540545592,41.649331969
0x0002741a,"FUN_0002741a",3,0x00100ec8,"ST25DVxxKC_SetRFOff_Dyn",0.000000000,-6.415322423,54.540545592,10.133091162
0x0002741a,"FUN_0002741a",4,0x00100ece,"ST25DVxxKC_ResetRFOff_Dyn",0.000000000,-6.415322423,54.540545592,10.133091162
0x0002741a,"FUN_0002741a",5,0x00100f76,"ST25DVxxKC_GetICREF",0.000000000,-6.415322423,54.540545592,10.133091162
0x0002741a,"FUN_0002741a",6,0x00100f80,"ST25DVxxKC_GetENDA1",0.000000000,-6.415322423,54.540545592,10.133091162
0x0002741a,"FUN_0002741a",7,0x00100f8a,"ST25DVxxKC_SetENDA1",0.000000000,-6.415322423,54.540545592,10.133091162
0x0002741a,"FUN_0002741a",8,0x00100f94,"ST25DVxxKC_GetENDA2",0.000000000,-6.415322423,54.540545592,10.133091162
0x0002741a,"FUN_0002741a",9,0x00100f9e,"ST25DVxxKC_SetENDA2",0.000000000,-6.415322423,54.540545592,10.133091162
0x0002741a,"FUN_0002741a",10,0x00100fa8,"ST25DVxxKC_GetENDA3",0.000000000,-6.415322423,54.540545592,10.133091162
0x0002741a,"FUN_0002741a",11,0x00100fb2,"ST25DVxxKC_SetENDA3",0.000000000,-6.415322423,54.540545592,10.133091162
0x0002741a,"FUN_0002741a",12,0x00100fbc,"ST25DVxxKC_GetDSFID",0.000000000,-6.415322423,54.540545592,10.133091162
0x00027444,"FUN_00027444",1,0x001008bc,"ST25DVxxKC_ReadEHMode",0.000000000,-2.441305692,30.986354056,29.593938150
0x00027444,"FUN_00027444",2,0x001009f6,"ST25DVxxKC_ReadMBMode",0.000000000,-2.441305692,30.986354056,29.593938150
0x00027444,"FUN_00027444",3,0x00100ad8,"ST25DVxxKC_ReadI2CSecuritySession_Dyn",0.000000000,-2.441305692,30.986354056,29.593938150
0x00027444,"FUN_00027444",4,0x00100b0a,"ST25DVxxKC_GetGPO_en_Dyn",0.000000000,-2.441305692,30.986354056,29.593938150
0x00027444,"FUN_00027444",5,0x00100ba4,"ST25DVxxKC_GetEHENMode_Dyn",0.000000000,-2.441305692,30.986354056,29.593938150
0x00027444,"FUN_00027444",6,0x00100dfc,"ST25DVxxKC_GetMBEN_Dyn",0.000000000,-2.441305692,30.986354056,29.593938150
0x00027444,"FUN_00027444",7,0x00100300,"ST25DVxxKC_ReadUID",0.000000000,-2.791367177,30.986354056,25.053111358
0x00027444,"FUN_00027444",8,0x0010035a,"ST25DVxxKC_ReadDsfidRFProtection",0.000000000,-2.966397919,30.986354056,26.071009947
0x00027444,"FUN_00027444",9,0x00100384,"ST25DVxxKC_ReadAfiRFProtection",0.000000000,-2.966397919,30.986354056,26.071009947
0x00027444,"FUN_00027444",10,0x00100a4e,"ST25DVxxKC_ReadMailboxData",0.000000000,-2.966397919,30.986354056,23.367884922
0x00027444,"FUN_00027444",11,0x001004d0,"ST25DVxxKC_ReadLockCFG",0.000000000,-3.002855014,30.986354056,31.126996064
