entry,previous_name,applied_name,name_kind,confidence,evidence
0x000fb950,"nrf_dfu_settings_adv_name_write","nrf_dfu_settings_adv_name_write","recovered","medium","BSim plus advertising-name write behavior"
0x000fb988,"FUN_000fb988","nrf_dfu_settings_backup","recovered","high","exact Nordic public backup wrapper over settings_backup and primary buffer"
0x000fb994,"FUN_000fb994","nrf_dfu_settings_init","recovered","high","BSim plus flash-init/reinit/write-and-backup sequence"
0x000fb9b0,"FUN_000fb9b0","nrf_dfu_settings_progress_reset","recovered","high","exact Nordic init-command erase-fill, progress clear, and write-offset reset"
0x000fb9d8,"nrf_dfu_settings_reinit","nrf_dfu_settings_reinit","recovered","high","direct match to SDK primary/backup validation and merge behavior"
0x000fbaac,"FUN_000fbaac","nrf_dfu_settings_write","recovered","high","exact Nordic settings CRC, boot-validation CRC, and primary-page write wrapper"
0x000fbae0,"FUN_000fbae0","nrf_dfu_settings_write_and_backup","recovered","high","BSim 0.870 and settings write/backup behavior"
0x000fbb00,"FUN_000fbb00","nrf_dfu_softdevice_start_address","recovered","high","exact Nordic DFU utility returning the 0x1000 MBR_SIZE constant"
0x000fbb08,"FUN_000fbb08","nrf_dfu_transports_close","recovered","medium","transport-section iteration through descriptor close callback"
0x000fbb3c,"FUN_000fbb3c","nrf_dfu_transports_init","recovered","medium","transport-section iteration through descriptor init callback"
0x000fbb70,"FUN_000fbb70","nrf_dfu_validation_postvalidate","recovered","medium","thin wrapper calling postvalidate implementation with boot flag"
0x000fbb76,"nrf_dfu_validation_boot_validate","nrf_dfu_validation_boot_validate","recovered","high","security-audit boot-validation recovery"
0x000fbc28,"FUN_000fbc28","nrf_dfu_validation_init","recovered","high","exact Nordic stored-command decode gate and valid-init-command state update"
0x000fbc4c,"FUN_000fbc4c","nrf_dfu_validation_init_cmd_append","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fbc94,"FUN_000fbc94","nrf_dfu_validation_init_cmd_create","recovered","medium","BSim plus init-command state behavior"
0x000fbcc8,"FUN_000fbcc8","nrf_dfu_validation_init_cmd_execute","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fbd5c,"FUN_000fbd5c","nrf_dfu_validation_init_cmd_present","recovered","high","exact Nordic init-command-present state accessor and request-handler call sites"
0x000fbd68,"nrf_dfu_validation_prevalidate","nrf_dfu_validation_prevalidate","recovered","high","security-audit signature-before-version control flow"
0x000fbdb0,"nrf_dfu_validation_signature_check","nrf_dfu_validation_signature_check","recovered","high","security-audit plus direct BSim name match"
0x000fbe48,"nrf_dfu_ver_validation_check","nrf_dfu_ver_validation_check","recovered","high","security-audit plus direct BSim name match"
0x000fbed4,"FUN_000fbed4","nrf_fstorage_erase","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fbf00,"FUN_000fbf00","nrf_fstorage_init","recovered","high","exact BSim match"
0x000fbf08,"FUN_000fbf08","nrf_fstorage_is_busy","recovered","high","BSim and busy-iteration semantics"
0x000fbf90,"FUN_000fbf90","nrf_fstorage_sys_evt_handler","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fc030,"FUN_000fc030","nrf_fstorage_write","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fc070,"FUN_000fc070","nrf_nvmc_page_erase","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fc0a0,"FUN_000fc0a0","nrf_nvmc_write_word","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
